r,m,c,t,value
CHN,Zn,concentrate,1918,0.0
CHN,Zn,refined_metal,1918,0.0
CHN,Zn,scrap,1918,0.0
CHN,Ni,concentrate,1918,0.0
CHN,Ni,refined_metal,1918,0.0
CHN,Ni,scrap,1918,0.0
CHN,Sn,concentrate,1918,0.0
CHN,Sn,refined_metal,1918,0.0
CHN,Sn,scrap,1918,0.0
ROW,Zn,concentrate,1918,0.0
ROW,Zn,refined_metal,1918,0.0
ROW,Zn,scrap,1918,0.0
ROW,Ni,concentrate,1918,0.0
ROW,Ni,refined_metal,1918,0.0
ROW,Ni,scrap,1918,0.0
ROW,Sn,concentrate,1918,0.0
ROW,Sn,refined_metal,1918,0.0
ROW,Sn,scrap,1918,0.0
EU27,Zn,concentrate,1919,0.0
EU27,Zn,refined_metal,1919,0.0
EU27,Zn,scrap,1919,0.0
EU27,Ni,concentrate,1919,0.0
EU27,Ni,refined_metal,1919,0.0
EU27,Ni,scrap,1919,0.0
EU27,Sn,concentrate,1919,0.0
EU27,Sn,refined_metal,1919,0.0
EU27,Sn,scrap,1919,0.0
CHN,Zn,concentrate,1919,0.0
CHN,Zn,refined_metal,1919,0.0
CHN,Zn,scrap,1919,0.0
CHN,Ni,concentrate,1919,0.0
CHN,Ni,refined_metal,1919,0.0
CHN,Ni,scrap,1919,0.0
CHN,Sn,concentrate,1919,0.0
CHN,Sn,refined_metal,1919,0.0
CHN,Sn,scrap,1919,0.0
ROW,Zn,concentrate,1919,0.0
ROW,Zn,refined_metal,1919,0.0
ROW,Zn,scrap,1919,0.0
ROW,Ni,concentrate,1919,0.0
ROW,Ni,refined_metal,1919,0.0
ROW,Ni,scrap,1919,0.0
ROW,Sn,concentrate,1919,0.0
ROW,Sn,refined_metal,1919,0.0
ROW,Sn,scrap,1919,0.0
EU27,Zn,concentrate,1920,0.0
EU27,Zn,refined_metal,1920,0.0
EU27,Zn,scrap,1920,0.0
EU27,Ni,concentrate,1920,0.0
EU27,Ni,refined_metal,1920,0.0
EU27,Ni,scrap,1920,0.0
EU27,Sn,concentrate,1920,0.0
EU27,Sn,refined_metal,1920,0.0
EU27,Sn,scrap,1920,0.0
CHN,Zn,concentrate,1920,0.0
CHN,Zn,refined_metal,1920,0.0
CHN,Zn,scrap,1920,0.0
CHN,Ni,concentrate,1920,0.0
CHN,Ni,refined_metal,1920,0.0
CHN,Ni,scrap,1920,0.0
CHN,Sn,concentrate,1920,0.0
CHN,Sn,refined_metal,1920,0.0
CHN,Sn,scrap,1920,0.0
ROW,Zn,concentrate,1920,0.0
ROW,Zn,refined_metal,1920,0.0
ROW,Zn,scrap,1920,0.0
ROW,Ni,concentrate,1920,0.0
ROW,Ni,refined_metal,1920,0.0
ROW,Ni,scrap,1920,0.0
ROW,Sn,concentrate,1920,0.0
ROW,Sn,refined_metal,1920,0.0
ROW,Sn,scrap,1920,0.0
EU27,Zn,concentrate,1921,0.0
EU27,Zn,refined_metal,1921,0.0
EU27,Zn,scrap,1921,0.0
EU27,Ni,concentrate,1921,0.0
EU27,Ni,refined_metal,1921,0.0
EU27,Ni,scrap,1921,0.0
EU27,Sn,concentrate,1921,0.0
EU27,Sn,refined_metal,1921,0.0
EU27,Sn,scrap,1921,0.0
CHN,Zn,concentrate,1921,0.0
CHN,Zn,refined_metal,1921,0.0
CHN,Zn,scrap,1921,0.0
CHN,Ni,concentrate,1921,0.0
CHN,Ni,refined_metal,1921,0.0
CHN,Ni,scrap,1921,0.0
CHN,Sn,concentrate,1921,0.0
CHN,Sn,refined_metal,1921,0.0
CHN,Sn,scrap,1921,0.0
ROW,Zn,concentrate,1921,0.0
ROW,Zn,refined_metal,1921,0.0
ROW,Zn,scrap,1921,0.0
ROW,Ni,concentrate,1921,0.0
ROW,Ni,refined_metal,1921,0.0
ROW,Ni,scrap,1921,0.0
ROW,Sn,concentrate,1921,0.0
ROW,Sn,refined_metal,1921,0.0
ROW,Sn,scrap,1921,0.0
EU27,Zn,concentrate,1922,0.0
EU27,Zn,refined_metal,1922,0.0
EU27,Zn,scrap,1922,0.0
EU27,Ni,concentrate,1922,0.0
EU27,Ni,refined_metal,1922,0.0
EU27,Ni,scrap,1922,0.0
EU27,Sn,concentrate,1922,0.0
EU27,Sn,refined_metal,1922,0.0
EU27,Sn,scrap,1922,0.0
CHN,Zn,concentrate,1922,0.0
CHN,Zn,refined_metal,1922,0.0
CHN,Zn,scrap,1922,0.0
CHN,Ni,concentrate,1922,0.0
CHN,Ni,refined_metal,1922,0.0
CHN,Ni,scrap,1922,0.0
CHN,Sn,concentrate,1922,0.0
CHN,Sn,refined_metal,1922,0.0
CHN,Sn,scrap,1922,0.0
ROW,Zn,concentrate,1922,0.0
ROW,Zn,refined_metal,1922,0.0
ROW,Zn,scrap,1922,0.0
ROW,Ni,concentrate,1922,0.0
ROW,Ni,refined_metal,1922,0.0
ROW,Ni,scrap,1922,0.0
ROW,Sn,concentrate,1922,0.0
ROW,Sn,refined_metal,1922,0.0
ROW,Sn,scrap,1922,0.0
EU27,Zn,concentrate,1923,0.0
EU27,Zn,refined_metal,1923,0.0
EU27,Zn,scrap,1923,0.0
EU27,Ni,concentrate,1923,0.0
EU27,Ni,refined_metal,1923,0.0
EU27,Ni,scrap,1923,0.0
EU27,Sn,concentrate,1923,0.0
EU27,Sn,refined_metal,1923,0.0
EU27,Sn,scrap,1923,0.0
CHN,Zn,concentrate,1923,0.0
CHN,Zn,refined_metal,1923,0.0
CHN,Zn,scrap,1923,0.0
CHN,Ni,concentrate,1923,0.0
CHN,Ni,refined_metal,1923,0.0
CHN,Ni,scrap,1923,0.0
CHN,Sn,concentrate,1923,0.0
CHN,Sn,refined_metal,1923,0.0
CHN,Sn,scrap,1923,0.0
ROW,Zn,concentrate,1923,0.0
ROW,Zn,refined_metal,1923,0.0
ROW,Zn,scrap,1923,0.0
ROW,Ni,concentrate,1923,0.0
ROW,Ni,refined_metal,1923,0.0
ROW,Ni,scrap,1923,0.0
ROW,Sn,concentrate,1923,0.0
ROW,Sn,refined_metal,1923,0.0
ROW,Sn,scrap,1923,0.0
EU27,Zn,concentrate,1924,0.0
EU27,Zn,refined_metal,1924,0.0
EU27,Zn,scrap,1924,0.0
EU27,Ni,concentrate,1924,0.0
EU27,Ni,refined_metal,1924,0.0
EU27,Ni,scrap,1924,0.0
EU27,Sn,concentrate,1924,0.0
EU27,Sn,refined_metal,1924,0.0
EU27,Sn,scrap,1924,0.0
CHN,Zn,concentrate,1924,0.0
CHN,Zn,refined_metal,1924,0.0
CHN,Zn,scrap,1924,0.0
CHN,Ni,concentrate,1924,0.0
CHN,Ni,refined_metal,1924,0.0
CHN,Ni,scrap,1924,0.0
CHN,Sn,concentrate,1924,0.0
CHN,Sn,refined_metal,1924,0.0
CHN,Sn,scrap,1924,0.0
ROW,Zn,concentrate,1924,0.0
ROW,Zn,refined_metal,1924,0.0
ROW,Zn,scrap,1924,0.0
ROW,Ni,concentrate,1924,0.0
ROW,Ni,refined_metal,1924,0.0
ROW,Ni,scrap,1924,0.0
ROW,Sn,concentrate,1924,0.0
ROW,Sn,refined_metal,1924,0.0
ROW,Sn,scrap,1924,0.0
EU27,Zn,concentrate,1925,0.0
EU27,Zn,refined_metal,1925,0.0
EU27,Zn,scrap,1925,0.0
EU27,Ni,concentrate,1925,0.0
EU27,Ni,refined_metal,1925,0.0
EU27,Ni,scrap,1925,0.0
EU27,Sn,concentrate,1925,0.0
EU27,Sn,refined_metal,1925,0.0
EU27,Sn,scrap,1925,0.0
CHN,Zn,concentrate,1925,0.0
CHN,Zn,refined_metal,1925,0.0
CHN,Zn,scrap,1925,0.0
CHN,Ni,concentrate,1925,0.0
CHN,Ni,refined_metal,1925,0.0
CHN,Ni,scrap,1925,0.0
CHN,Sn,concentrate,1925,0.0
CHN,Sn,refined_metal,1925,0.0
CHN,Sn,scrap,1925,0.0
ROW,Zn,concentrate,1925,0.0
ROW,Zn,refined_metal,1925,0.0
ROW,Zn,scrap,1925,0.0
ROW,Ni,concentrate,1925,0.0
ROW,Ni,refined_metal,1925,0.0
ROW,Ni,scrap,1925,0.0
ROW,Sn,concentrate,1925,0.0
ROW,Sn,refined_metal,1925,0.0
ROW,Sn,scrap,1925,0.0
EU27,Zn,concentrate,1926,0.0
EU27,Zn,refined_metal,1926,0.0
EU27,Zn,scrap,1926,0.0
EU27,Ni,concentrate,1926,0.0
EU27,Ni,refined_metal,1926,0.0
EU27,Ni,scrap,1926,0.0
EU27,Sn,concentrate,1926,0.0
EU27,Sn,refined_metal,1926,0.0
EU27,Sn,scrap,1926,0.0
CHN,Zn,concentrate,1926,0.0
CHN,Zn,refined_metal,1926,0.0
CHN,Zn,scrap,1926,0.0
CHN,Ni,concentrate,1926,0.0
CHN,Ni,refined_metal,1926,0.0
CHN,Ni,scrap,1926,0.0
CHN,Sn,concentrate,1926,0.0
CHN,Sn,refined_metal,1926,0.0
CHN,Sn,scrap,1926,0.0
ROW,Zn,concentrate,1926,0.0
ROW,Zn,refined_metal,1926,0.0
ROW,Zn,scrap,1926,0.0
ROW,Ni,concentrate,1926,0.0
ROW,Ni,refined_metal,1926,0.0
ROW,Ni,scrap,1926,0.0
ROW,Sn,concentrate,1926,0.0
ROW,Sn,refined_metal,1926,0.0
ROW,Sn,scrap,1926,0.0
EU27,Zn,concentrate,1927,0.0
EU27,Zn,refined_metal,1927,0.0
EU27,Zn,scrap,1927,0.0
EU27,Ni,concentrate,1927,0.0
EU27,Ni,refined_metal,1927,0.0
EU27,Ni,scrap,1927,0.0
EU27,Sn,concentrate,1927,0.0
EU27,Sn,refined_metal,1927,0.0
EU27,Sn,scrap,1927,0.0
CHN,Zn,concentrate,1927,0.0
CHN,Zn,refined_metal,1927,0.0
CHN,Zn,scrap,1927,0.0
CHN,Ni,concentrate,1927,0.0
CHN,Ni,refined_metal,1927,0.0
CHN,Ni,scrap,1927,0.0
CHN,Sn,concentrate,1927,0.0
CHN,Sn,refined_metal,1927,0.0
CHN,Sn,scrap,1927,0.0
ROW,Zn,concentrate,1927,0.0
ROW,Zn,refined_metal,1927,0.0
ROW,Zn,scrap,1927,0.0
ROW,Ni,concentrate,1927,0.0
ROW,Ni,refined_metal,1927,0.0
ROW,Ni,scrap,1927,0.0
ROW,Sn,concentrate,1927,0.0
ROW,Sn,refined_metal,1927,0.0
ROW,Sn,scrap,1927,0.0
EU27,Zn,concentrate,1928,0.0
EU27,Zn,refined_metal,1928,0.0
EU27,Zn,scrap,1928,0.0
EU27,Ni,concentrate,1928,0.0
EU27,Ni,refined_metal,1928,0.0
EU27,Ni,scrap,1928,0.0
EU27,Sn,concentrate,1928,0.0
EU27,Sn,refined_metal,1928,0.0
EU27,Sn,scrap,1928,0.0
CHN,Zn,concentrate,1928,0.0
CHN,Zn,refined_metal,1928,0.0
CHN,Zn,scrap,1928,0.0
CHN,Ni,concentrate,1928,0.0
CHN,Ni,refined_metal,1928,0.0
CHN,Ni,scrap,1928,0.0
CHN,Sn,concentrate,1928,0.0
CHN,Sn,refined_metal,1928,0.0
CHN,Sn,scrap,1928,0.0
ROW,Zn,concentrate,1928,0.0
ROW,Zn,refined_metal,1928,0.0
ROW,Zn,scrap,1928,0.0
ROW,Ni,concentrate,1928,0.0
ROW,Ni,refined_metal,1928,0.0
ROW,Ni,scrap,1928,0.0
ROW,Sn,concentrate,1928,0.0
ROW,Sn,refined_metal,1928,0.0
ROW,Sn,scrap,1928,0.0
EU27,Zn,concentrate,1929,0.0
EU27,Zn,refined_metal,1929,0.0
EU27,Zn,scrap,1929,0.0
EU27,Ni,concentrate,1929,0.0
EU27,Ni,refined_metal,1929,0.0
EU27,Ni,scrap,1929,0.0
EU27,Sn,concentrate,1929,0.0
EU27,Sn,refined_metal,1929,0.0
EU27,Sn,scrap,1929,0.0
CHN,Zn,concentrate,1929,0.0
CHN,Zn,refined_metal,1929,0.0
CHN,Zn,scrap,1929,0.0
CHN,Ni,concentrate,1929,0.0
CHN,Ni,refined_metal,1929,0.0
CHN,Ni,scrap,1929,0.0
CHN,Sn,concentrate,1929,0.0
CHN,Sn,refined_metal,1929,0.0
CHN,Sn,scrap,1929,0.0
ROW,Zn,concentrate,1929,0.0
ROW,Zn,refined_metal,1929,0.0
ROW,Zn,scrap,1929,0.0
ROW,Ni,concentrate,1929,0.0
ROW,Ni,refined_metal,1929,0.0
ROW,Ni,scrap,1929,0.0
ROW,Sn,concentrate,1929,0.0
ROW,Sn,refined_metal,1929,0.0
ROW,Sn,scrap,1929,0.0
EU27,Zn,concentrate,1930,0.0
EU27,Zn,refined_metal,1930,0.0
EU27,Zn,scrap,1930,0.0
EU27,Ni,concentrate,1930,0.0
EU27,Ni,refined_metal,1930,0.0
EU27,Ni,scrap,1930,0.0
EU27,Sn,concentrate,1930,0.0
EU27,Sn,refined_metal,1930,0.0
EU27,Sn,scrap,1930,0.0
CHN,Zn,concentrate,1930,0.0
CHN,Zn,refined_metal,1930,0.0
CHN,Zn,scrap,1930,0.0
CHN,Ni,concentrate,1930,0.0
CHN,Ni,refined_metal,1930,0.0
CHN,Ni,scrap,1930,0.0
CHN,Sn,concentrate,1930,0.0
CHN,Sn,refined_metal,1930,0.0
CHN,Sn,scrap,1930,0.0
ROW,Zn,concentrate,1930,0.0
ROW,Zn,refined_metal,1930,0.0
ROW,Zn,scrap,1930,0.0
ROW,Ni,concentrate,1930,0.0
ROW,Ni,refined_metal,1930,0.0
ROW,Ni,scrap,1930,0.0
ROW,Sn,concentrate,1930,0.0
ROW,Sn,refined_metal,1930,0.0
ROW,Sn,scrap,1930,0.0
EU27,Zn,concentrate,1931,0.0
EU27,Zn,refined_metal,1931,0.0
EU27,Zn,scrap,1931,0.0
EU27,Ni,concentrate,1931,0.0
EU27,Ni,refined_metal,1931,0.0
EU27,Ni,scrap,1931,0.0
EU27,Sn,concentrate,1931,0.0
EU27,Sn,refined_metal,1931,0.0
EU27,Sn,scrap,1931,0.0
CHN,Zn,concentrate,1931,0.0
CHN,Zn,refined_metal,1931,0.0
CHN,Zn,scrap,1931,0.0
CHN,Ni,concentrate,1931,0.0
CHN,Ni,refined_metal,1931,0.0
CHN,Ni,scrap,1931,0.0
CHN,Sn,concentrate,1931,0.0
CHN,Sn,refined_metal,1931,0.0
CHN,Sn,scrap,1931,0.0
ROW,Zn,concentrate,1931,0.0
ROW,Zn,refined_metal,1931,0.0
ROW,Zn,scrap,1931,0.0
ROW,Ni,concentrate,1931,0.0
ROW,Ni,refined_metal,1931,0.0
ROW,Ni,scrap,1931,0.0
ROW,Sn,concentrate,1931,0.0
ROW,Sn,refined_metal,1931,0.0
ROW,Sn,scrap,1931,0.0
EU27,Zn,concentrate,1932,0.0
EU27,Zn,refined_metal,1932,0.0
EU27,Zn,scrap,1932,0.0
EU27,Ni,concentrate,1932,0.0
EU27,Ni,refined_metal,1932,0.0
EU27,Ni,scrap,1932,0.0
EU27,Sn,concentrate,1932,0.0
EU27,Sn,refined_metal,1932,0.0
EU27,Sn,scrap,1932,0.0
CHN,Zn,concentrate,1932,0.0
CHN,Zn,refined_metal,1932,0.0
CHN,Zn,scrap,1932,0.0
CHN,Ni,concentrate,1932,0.0
CHN,Ni,refined_metal,1932,0.0
CHN,Ni,scrap,1932,0.0
CHN,Sn,concentrate,1932,0.0
CHN,Sn,refined_metal,1932,0.0
CHN,Sn,scrap,1932,0.0
ROW,Zn,concentrate,1932,0.0
ROW,Zn,refined_metal,1932,0.0
ROW,Zn,scrap,1932,0.0
ROW,Ni,concentrate,1932,0.0
ROW,Ni,refined_metal,1932,0.0
ROW,Ni,scrap,1932,0.0
ROW,Sn,concentrate,1932,0.0
ROW,Sn,refined_metal,1932,0.0
ROW,Sn,scrap,1932,0.0
EU27,Zn,concentrate,1933,0.0
EU27,Zn,refined_metal,1933,0.0
EU27,Zn,scrap,1933,0.0
EU27,Ni,concentrate,1933,0.0
EU27,Ni,refined_metal,1933,0.0
EU27,Ni,scrap,1933,0.0
EU27,Sn,concentrate,1933,0.0
EU27,Sn,refined_metal,1933,0.0
EU27,Sn,scrap,1933,0.0
CHN,Zn,concentrate,1933,0.0
CHN,Zn,refined_metal,1933,0.0
CHN,Zn,scrap,1933,0.0
CHN,Ni,concentrate,1933,0.0
CHN,Ni,refined_metal,1933,0.0
CHN,Ni,scrap,1933,0.0
CHN,Sn,concentrate,1933,0.0
CHN,Sn,refined_metal,1933,0.0
CHN,Sn,scrap,1933,0.0
ROW,Zn,concentrate,1933,0.0
ROW,Zn,refined_metal,1933,0.0
ROW,Zn,scrap,1933,0.0
ROW,Ni,concentrate,1933,0.0
ROW,Ni,refined_metal,1933,0.0
ROW,Ni,scrap,1933,0.0
ROW,Sn,concentrate,1933,0.0
ROW,Sn,refined_metal,1933,0.0
ROW,Sn,scrap,1933,0.0
EU27,Zn,concentrate,1934,0.0
EU27,Zn,refined_metal,1934,0.0
EU27,Zn,scrap,1934,0.0
EU27,Ni,concentrate,1934,0.0
EU27,Ni,refined_metal,1934,0.0
EU27,Ni,scrap,1934,0.0
EU27,Sn,concentrate,1934,0.0
EU27,Sn,refined_metal,1934,0.0
EU27,Sn,scrap,1934,0.0
CHN,Zn,concentrate,1934,0.0
CHN,Zn,refined_metal,1934,0.0
CHN,Zn,scrap,1934,0.0
CHN,Ni,concentrate,1934,0.0
CHN,Ni,refined_metal,1934,0.0
CHN,Ni,scrap,1934,0.0
CHN,Sn,concentrate,1934,0.0
CHN,Sn,refined_metal,1934,0.0
CHN,Sn,scrap,1934,0.0
ROW,Zn,concentrate,1934,0.0
ROW,Zn,refined_metal,1934,0.0
ROW,Zn,scrap,1934,0.0
ROW,Ni,concentrate,1934,0.0
ROW,Ni,refined_metal,1934,0.0
ROW,Ni,scrap,1934,0.0
ROW,Sn,concentrate,1934,0.0
ROW,Sn,refined_metal,1934,0.0
ROW,Sn,scrap,1934,0.0
EU27,Zn,concentrate,1935,0.0
EU27,Zn,refined_metal,1935,0.0
EU27,Zn,scrap,1935,0.0
EU27,Ni,concentrate,1935,0.0
EU27,Ni,refined_metal,1935,0.0
EU27,Ni,scrap,1935,0.0
EU27,Sn,concentrate,1935,0.0
EU27,Sn,refined_metal,1935,0.0
EU27,Sn,scrap,1935,0.0
CHN,Zn,concentrate,1935,0.0
CHN,Zn,refined_metal,1935,0.0
CHN,Zn,scrap,1935,0.0
CHN,Ni,concentrate,1935,0.0
CHN,Ni,refined_metal,1935,0.0
CHN,Ni,scrap,1935,0.0
CHN,Sn,concentrate,1935,0.0
CHN,Sn,refined_metal,1935,0.0
CHN,Sn,scrap,1935,0.0
ROW,Zn,concentrate,1935,0.0
ROW,Zn,refined_metal,1935,0.0
ROW,Zn,scrap,1935,0.0
ROW,Ni,concentrate,1935,0.0
ROW,Ni,refined_metal,1935,0.0
ROW,Ni,scrap,1935,0.0
ROW,Sn,concentrate,1935,0.0
ROW,Sn,refined_metal,1935,0.0
ROW,Sn,scrap,1935,0.0
EU27,Zn,concentrate,1936,0.0
EU27,Zn,refined_metal,1936,0.0
EU27,Zn,scrap,1936,0.0
EU27,Ni,concentrate,1936,0.0
EU27,Ni,refined_metal,1936,0.0
EU27,Ni,scrap,1936,0.0
EU27,Sn,concentrate,1936,0.0
EU27,Sn,refined_metal,1936,0.0
EU27,Sn,scrap,1936,0.0
CHN,Zn,concentrate,1936,0.0
CHN,Zn,refined_metal,1936,0.0
CHN,Zn,scrap,1936,0.0
CHN,Ni,concentrate,1936,0.0
CHN,Ni,refined_metal,1936,0.0
CHN,Ni,scrap,1936,0.0
CHN,Sn,concentrate,1936,0.0
CHN,Sn,refined_metal,1936,0.0
CHN,Sn,scrap,1936,0.0
ROW,Zn,concentrate,1936,0.0
ROW,Zn,refined_metal,1936,0.0
ROW,Zn,scrap,1936,0.0
ROW,Ni,concentrate,1936,0.0
ROW,Ni,refined_metal,1936,0.0
ROW,Ni,scrap,1936,0.0
ROW,Sn,concentrate,1936,0.0
ROW,Sn,refined_metal,1936,0.0
ROW,Sn,scrap,1936,0.0
EU27,Zn,concentrate,1937,0.0
EU27,Zn,refined_metal,1937,0.0
EU27,Zn,scrap,1937,0.0
EU27,Ni,concentrate,1937,0.0
EU27,Ni,refined_metal,1937,0.0
EU27,Ni,scrap,1937,0.0
EU27,Sn,concentrate,1937,0.0
EU27,Sn,refined_metal,1937,0.0
EU27,Sn,scrap,1937,0.0
CHN,Zn,concentrate,1937,0.0
CHN,Zn,refined_metal,1937,0.0
CHN,Zn,scrap,1937,0.0
CHN,Ni,concentrate,1937,0.0
CHN,Ni,refined_metal,1937,0.0
CHN,Ni,scrap,1937,0.0
CHN,Sn,concentrate,1937,0.0
CHN,Sn,refined_metal,1937,0.0
CHN,Sn,scrap,1937,0.0
ROW,Zn,concentrate,1937,0.0
ROW,Zn,refined_metal,1937,0.0
ROW,Zn,scrap,1937,0.0
ROW,Ni,concentrate,1937,0.0
ROW,Ni,refined_metal,1937,0.0
ROW,Ni,scrap,1937,0.0
ROW,Sn,concentrate,1937,0.0
ROW,Sn,refined_metal,1937,0.0
ROW,Sn,scrap,1937,0.0
EU27,Zn,concentrate,1938,0.0
EU27,Zn,refined_metal,1938,0.0
EU27,Zn,scrap,1938,0.0
EU27,Ni,concentrate,1938,0.0
EU27,Ni,refined_metal,1938,0.0
EU27,Ni,scrap,1938,0.0
EU27,Sn,concentrate,1938,0.0
EU27,Sn,refined_metal,1938,0.0
EU27,Sn,scrap,1938,0.0
CHN,Zn,concentrate,1938,0.0
CHN,Zn,refined_metal,1938,0.0
CHN,Zn,scrap,1938,0.0
CHN,Ni,concentrate,1938,0.0
CHN,Ni,refined_metal,1938,0.0
CHN,Ni,scrap,1938,0.0
CHN,Sn,concentrate,1938,0.0
CHN,Sn,refined_metal,1938,0.0
CHN,Sn,scrap,1938,0.0
ROW,Zn,concentrate,1938,0.0
ROW,Zn,refined_metal,1938,0.0
ROW,Zn,scrap,1938,0.0
ROW,Ni,concentrate,1938,0.0
ROW,Ni,refined_metal,1938,0.0
ROW,Ni,scrap,1938,0.0
ROW,Sn,concentrate,1938,0.0
ROW,Sn,refined_metal,1938,0.0
ROW,Sn,scrap,1938,0.0
EU27,Zn,concentrate,1939,0.0
EU27,Zn,refined_metal,1939,0.0
EU27,Zn,scrap,1939,0.0
EU27,Ni,concentrate,1939,0.0
EU27,Ni,refined_metal,1939,0.0
EU27,Ni,scrap,1939,0.0
EU27,Sn,concentrate,1939,0.0
EU27,Sn,refined_metal,1939,0.0
EU27,Sn,scrap,1939,0.0
CHN,Zn,concentrate,1939,0.0
CHN,Zn,refined_metal,1939,0.0
CHN,Zn,scrap,1939,0.0
CHN,Ni,concentrate,1939,0.0
CHN,Ni,refined_metal,1939,0.0
CHN,Ni,scrap,1939,0.0
CHN,Sn,concentrate,1939,0.0
CHN,Sn,refined_metal,1939,0.0
CHN,Sn,scrap,1939,0.0
ROW,Zn,concentrate,1939,0.0
ROW,Zn,refined_metal,1939,0.0
ROW,Zn,scrap,1939,0.0
ROW,Ni,concentrate,1939,0.0
ROW,Ni,refined_metal,1939,0.0
ROW,Ni,scrap,1939,0.0
ROW,Sn,concentrate,1939,0.0
ROW,Sn,refined_metal,1939,0.0
ROW,Sn,scrap,1939,0.0
EU27,Zn,concentrate,1940,0.0
EU27,Zn,refined_metal,1940,0.0
EU27,Zn,scrap,1940,0.0
EU27,Ni,concentrate,1940,0.0
EU27,Ni,refined_metal,1940,0.0
EU27,Ni,scrap,1940,0.0
EU27,Sn,concentrate,1940,0.0
EU27,Sn,refined_metal,1940,0.0
EU27,Sn,scrap,1940,0.0
CHN,Zn,concentrate,1940,0.0
CHN,Zn,refined_metal,1940,0.0
CHN,Zn,scrap,1940,0.0
CHN,Ni,concentrate,1940,0.0
CHN,Ni,refined_metal,1940,0.0
CHN,Ni,scrap,1940,0.0
CHN,Sn,concentrate,1940,0.0
CHN,Sn,refined_metal,1940,0.0
CHN,Sn,scrap,1940,0.0
ROW,Zn,concentrate,1940,0.0
ROW,Zn,refined_metal,1940,0.0
ROW,Zn,scrap,1940,0.0
ROW,Ni,concentrate,1940,0.0
ROW,Ni,refined_metal,1940,0.0
ROW,Ni,scrap,1940,0.0
ROW,Sn,concentrate,1940,0.0
ROW,Sn,refined_metal,1940,0.0
ROW,Sn,scrap,1940,0.0
EU27,Zn,concentrate,1941,0.0
EU27,Zn,refined_metal,1941,0.0
EU27,Zn,scrap,1941,0.0
EU27,Ni,concentrate,1941,0.0
EU27,Ni,refined_metal,1941,0.0
EU27,Ni,scrap,1941,0.0
EU27,Sn,concentrate,1941,0.0
EU27,Sn,refined_metal,1941,0.0
EU27,Sn,scrap,1941,0.0
CHN,Zn,concentrate,1941,0.0
CHN,Zn,refined_metal,1941,0.0
CHN,Zn,scrap,1941,0.0
CHN,Ni,concentrate,1941,0.0
CHN,Ni,refined_metal,1941,0.0
CHN,Ni,scrap,1941,0.0
CHN,Sn,concentrate,1941,0.0
CHN,Sn,refined_metal,1941,0.0
CHN,Sn,scrap,1941,0.0
ROW,Zn,concentrate,1941,0.0
ROW,Zn,refined_metal,1941,0.0
ROW,Zn,scrap,1941,0.0
ROW,Ni,concentrate,1941,0.0
ROW,Ni,refined_metal,1941,0.0
ROW,Ni,scrap,1941,0.0
ROW,Sn,concentrate,1941,0.0
ROW,Sn,refined_metal,1941,0.0
ROW,Sn,scrap,1941,0.0
EU27,Zn,concentrate,1942,0.0
EU27,Zn,refined_metal,1942,0.0
EU27,Zn,scrap,1942,0.0
EU27,Ni,concentrate,1942,0.0
EU27,Ni,refined_metal,1942,0.0
EU27,Ni,scrap,1942,0.0
EU27,Sn,concentrate,1942,0.0
EU27,Sn,refined_metal,1942,0.0
EU27,Sn,scrap,1942,0.0
CHN,Zn,concentrate,1942,0.0
CHN,Zn,refined_metal,1942,0.0
CHN,Zn,scrap,1942,0.0
CHN,Ni,concentrate,1942,0.0
CHN,Ni,refined_metal,1942,0.0
CHN,Ni,scrap,1942,0.0
CHN,Sn,concentrate,1942,0.0
CHN,Sn,refined_metal,1942,0.0
CHN,Sn,scrap,1942,0.0
ROW,Zn,concentrate,1942,0.0
ROW,Zn,refined_metal,1942,0.0
ROW,Zn,scrap,1942,0.0
ROW,Ni,concentrate,1942,0.0
ROW,Ni,refined_metal,1942,0.0
ROW,Ni,scrap,1942,0.0
ROW,Sn,concentrate,1942,0.0
ROW,Sn,refined_metal,1942,0.0
ROW,Sn,scrap,1942,0.0
EU27,Zn,concentrate,1943,0.0
EU27,Zn,refined_metal,1943,0.0
EU27,Zn,scrap,1943,0.0
EU27,Ni,concentrate,1943,0.0
EU27,Ni,refined_metal,1943,0.0
EU27,Ni,scrap,1943,0.0
EU27,Sn,concentrate,1943,0.0
EU27,Sn,refined_metal,1943,0.0
EU27,Sn,scrap,1943,0.0
CHN,Zn,concentrate,1943,0.0
CHN,Zn,refined_metal,1943,0.0
CHN,Zn,scrap,1943,0.0
CHN,Ni,concentrate,1943,0.0
CHN,Ni,refined_metal,1943,0.0
CHN,Ni,scrap,1943,0.0
CHN,Sn,concentrate,1943,0.0
CHN,Sn,refined_metal,1943,0.0
CHN,Sn,scrap,1943,0.0
ROW,Zn,concentrate,1943,0.0
ROW,Zn,refined_metal,1943,0.0
ROW,Zn,scrap,1943,0.0
ROW,Ni,concentrate,1943,0.0
ROW,Ni,refined_metal,1943,0.0
ROW,Ni,scrap,1943,0.0
ROW,Sn,concentrate,1943,0.0
ROW,Sn,refined_metal,1943,0.0
ROW,Sn,scrap,1943,0.0
EU27,Zn,concentrate,1944,0.0
EU27,Zn,refined_metal,1944,0.0
EU27,Zn,scrap,1944,0.0
EU27,Ni,concentrate,1944,0.0
EU27,Ni,refined_metal,1944,0.0
EU27,Ni,scrap,1944,0.0
