candidate_id,utilization_target,eol_outflow_multiplier,refined_export_cap_fraction,new_scrap_fraction_of_demand,mae_i_use,rmse_i_use,mape_i_use,mae_stock,rmse_stock,mape_stock,objective_weighted_mape
25,1.0,1.0,0.19,0.07,1.3020996980176367,5.293950297816542,0.1656187783129447,55.842402642008075,188.22091753708617,0.2761506873035659,0.2208847328082553
20,1.0,1.0,0.18,0.07,1.3035756264170797,5.297572418998018,0.16574359481036458,55.87344263688544,188.32148486612226,0.27626742022066536,0.22100550751551495
15,1.0,1.0,0.17,0.07,1.3051823337658381,5.302100921400611,0.16587566259811531,55.90749726168279,188.4268326678836,0.2763917004747039,0.2211336815364096
10,1.0,1.0,0.16,0.07,1.3069286258506585,5.307424362606042,0.16602437513817647,55.94398954733847,188.53635355416333,0.27652945059538236,0.22127691286677942
5,1.0,1.0,0.15,0.07,1.3088052238430434,5.313146561899388,0.1661870340349461,55.98295347752303,188.65706239063545,0.27667844216200765,0.22143273809847688
24,1.0,1.0,0.19,0.065,1.3118000273947836,5.328894893633851,0.1664318719374165,56.016703410230065,188.735648591517,0.2768571902531133,0.22164453109526489
19,1.0,1.0,0.18,0.065,1.3132771893752901,5.33255241397957,0.1665573509206988,56.04781452242724,188.8362705888221,0.276974743696741,0.2217660473087199
14,1.0,1.0,0.17,0.065,1.3148565488335247,5.337158327381023,0.16668870368234068,56.0812714696388,188.94075883230371,0.2770983363816862,0.22189352003201343
9,1.0,1.0,0.16,0.065,1.3166078911089578,5.342522748473451,0.16683840254324245,56.11782410813579,189.05032617624758,0.2772368603477791,0.22203763144551078
4,1.0,1.0,0.15,0.065,1.3185016006092152,5.348044313707803,0.16700189933287168,56.15718211380308,189.17460647279296,0.27738651980201595,0.22219420956744382
23,1.0,1.0,0.19,0.06,1.3213532828420735,5.363408187501292,0.16724342472974782,56.18974730366324,189.25060362424023,0.2775624880963657,0.22240295641305674
18,1.0,1.0,0.18,0.06,1.32290132644009,5.367757406844654,0.1673702946063984,56.22152263932211,189.35205996770932,0.27768143035965753,0.22252586248302797
13,1.0,1.0,0.17,0.06,1.3245236535603295,5.373099335827766,0.16750166780623565,56.254980855015425,189.45647404428502,0.2778049093894114,0.22265328859782352
8,1.0,1.0,0.16,0.06,1.3262868639881926,5.378565915601812,0.16765242437379813,56.29165194706868,189.5661622487363,0.2779442628888529,0.2227983436313255
3,1.0,1.0,0.15,0.06,1.3281976886394944,5.383890263684937,0.16781675911163355,56.33140407836992,189.69400435732211,0.2780945902808382,0.2229556746962359
22,1.0,1.0,0.19,0.055,1.330685913093051,5.397436030632804,0.1680572772972468,56.36090482329457,189.7648067381547,0.27827032176104954,0.22316379952914817
17,1.0,1.0,0.18,0.055,1.3322353014929635,5.401735188259185,0.168183177627623,56.39275292822431,189.86633549643386,0.27838854650317457,0.2232858620653988
12,1.0,1.0,0.17,0.055,1.3338303911300635,5.407066464084885,0.16831215520368312,56.42561506230204,189.96990020889777,0.27850975500706066,0.2234109551053719
7,1.0,1.0,0.16,0.055,1.335673271712905,5.41294419922594,0.1684638060001387,56.46313072169579,190.08227055967652,0.27864961685663736,0.223556711428388
2,1.0,1.0,0.15,0.055,1.3376949706782892,5.418792328274654,0.16863015648901405,56.504372274050176,190.21357322318147,0.27880177464587047,0.22371596556744228
