t,r,m,p,value
1875,ROW,Ni,collection,0.0
1875,ROW,Ni,environment,0.0
1875,ROW,Ni,fabrication_and_manufacturing,0.0
1875,ROW,Ni,primary_extraction,9.018553190865061
1875,ROW,Ni,recycling_refining_secondary,0.0
1875,ROW,Ni,refining_primary,0.03096666666666667
1875,ROW,Ni,residue_treatment_disposal,0.0
1875,ROW,Ni,sorting_preprocessing,0.0
1875,ROW,Ni,use_phase,0.0
1875,ROW,Sn,beneficiation_concentration,90.91260524320657
1875,ROW,Sn,collection,13.952178613207764
1875,ROW,Sn,environment,3.488044653301941
1875,ROW,Sn,fabrication_and_manufacturing,34.88044653301941
1875,ROW,Sn,primary_extraction,90.91260524320657
1875,ROW,Sn,recycling_refining_secondary,6.976089306603882
1875,ROW,Sn,refining_primary,80.60444653301941
1875,ROW,Sn,residue_treatment_disposal,6.976089306603882
1875,ROW,Sn,sorting_preprocessing,12.556960751886988
1875,ROW,Sn,use_phase,34.88044653301941
1875,ROW,Zn,beneficiation_concentration,392.60093464069183
1875,ROW,Zn,collection,71.96973574669019
1875,ROW,Zn,environment,4.498108484168142
1875,ROW,Zn,fabrication_and_manufacturing,179.92433936672546
1875,ROW,Zn,primary_extraction,392.60093464069183
1875,ROW,Zn,recycling_refining_secondary,62.973518778353906
1875,ROW,Zn,refining_primary,307.23833936672565
1875,ROW,Zn,residue_treatment_disposal,8.996216968336284
1875,ROW,Zn,sorting_preprocessing,64.77276217202117
1875,ROW,Zn,use_phase,179.92433936672546
1876,CHN,Ni,beneficiation_concentration,0.0
1876,CHN,Ni,collection,0.07698166666666667
1876,CHN,Ni,environment,0.0
1876,CHN,Ni,fabrication_and_manufacturing,0.13996666666666666
1876,CHN,Ni,primary_extraction,0.0
1876,CHN,Ni,recycling_refining_secondary,0.07698166666666667
1876,CHN,Ni,refining_primary,0.03096666666666667
1876,CHN,Ni,residue_treatment_disposal,0.0
1876,CHN,Ni,sorting_preprocessing,0.06928350000000001
1876,CHN,Ni,use_phase,0.13996666666666666
1876,CHN,Sn,beneficiation_concentration,2.1068592633973107
1876,CHN,Sn,collection,2.834834910314646
1876,CHN,Sn,environment,0.7731367937221763
1876,CHN,Sn,fabrication_and_manufacturing,5.154245291481175
1876,CHN,Sn,primary_extraction,2.1068592633973107
1876,CHN,Sn,recycling_refining_secondary,1.2885613228702937
1876,CHN,Sn,refining_primary,9.565245291481174
1876,CHN,Sn,residue_treatment_disposal,1.5462735874443525
1876,CHN,Sn,sorting_preprocessing,2.5513514192831814
1876,CHN,Sn,use_phase,5.154245291481175
1876,CHN,Zn,beneficiation_concentration,9.74912420193701
1876,CHN,Zn,collection,3.481727184836182
1876,CHN,Zn,environment,0.3165206531669258
1876,CHN,Zn,fabrication_and_manufacturing,6.330413063338512
1876,CHN,Zn,primary_extraction,9.74912420193701
1876,CHN,Zn,recycling_refining_secondary,2.8486858785023306
1876,CHN,Zn,refining_primary,10.130413063338512
1876,CHN,Zn,residue_treatment_disposal,0.6330413063338516
1876,CHN,Zn,sorting_preprocessing,3.133554466352564
1876,CHN,Zn,use_phase,6.330413063338512
1876,EU27,Ni,beneficiation_concentration,0.27144680913493796
1876,EU27,Ni,collection,53.603975000000005
1876,EU27,Ni,environment,3.573598333333333
1876,EU27,Ni,fabrication_and_manufacturing,71.47196666666667
1876,EU27,Ni,primary_extraction,0.27144680913493796
1876,EU27,Ni,recycling_refining_secondary,46.45677833333334
1876,EU27,Ni,refining_primary,0.03096666666666667
1876,EU27,Ni,residue_treatment_disposal,7.147196666666666
1876,EU27,Ni,sorting_preprocessing,48.24357750000001
1876,EU27,Ni,use_phase,71.47196666666667
1876,EU27,Sn,beneficiation_concentration,0.5805354933961135
1876,EU27,Sn,collection,34.31540310688197
1876,EU27,Sn,environment,10.294620932064593
1876,EU27,Sn,fabrication_and_manufacturing,45.753870809175964
1876,EU27,Sn,primary_extraction,0.5805354933961135
1876,EU27,Sn,recycling_refining_secondary,13.72616124275279
1876,EU27,Sn,refining_primary,5.102870809175962
1876,EU27,Sn,residue_treatment_disposal,20.589241864129185
1876,EU27,Sn,sorting_preprocessing,30.883862796193778
1876,EU27,Sn,use_phase,45.753870809175964
1876,EU27,Zn,beneficiation_concentration,76.64994115737109
1876,EU27,Zn,collection,170.11145034398692
1876,EU27,Zn,environment,22.681526712531586
1876,EU27,Zn,fabrication_and_manufacturing,226.81526712531587
1876,EU27,Zn,primary_extraction,76.64994115737109
1876,EU27,Zn,recycling_refining_secondary,124.74839691892375
1876,EU27,Zn,refining_primary,136.54426712531583
1876,EU27,Zn,residue_treatment_disposal,45.36305342506317
1876,EU27,Zn,sorting_preprocessing,153.10030530958824
1876,EU27,Zn,use_phase,226.81526712531587
1876,ROW,Ni,beneficiation_concentration,9.018553190865061
1876,ROW,Ni,collection,0.0
1876,ROW,Ni,environment,0.0
1876,ROW,Ni,fabrication_and_manufacturing,0.0
1876,ROW,Ni,primary_extraction,9.018553190865061
1876,ROW,Ni,recycling_refining_secondary,0.0
1876,ROW,Ni,refining_primary,0.03096666666666667
1876,ROW,Ni,residue_treatment_disposal,0.0
1876,ROW,Ni,sorting_preprocessing,0.0
1876,ROW,Ni,use_phase,0.0
1876,ROW,Sn,beneficiation_concentration,90.91260524320657
1876,ROW,Sn,collection,13.952178613207764
1876,ROW,Sn,environment,3.488044653301941
1876,ROW,Sn,fabrication_and_manufacturing,34.88044653301941
1876,ROW,Sn,primary_extraction,90.91260524320657
1876,ROW,Sn,recycling_refining_secondary,6.976089306603882
1876,ROW,Sn,refining_primary,80.60444653301941
1876,ROW,Sn,residue_treatment_disposal,6.976089306603882
1876,ROW,Sn,sorting_preprocessing,12.556960751886988
1876,ROW,Sn,use_phase,34.88044653301941
1876,ROW,Zn,beneficiation_concentration,392.60093464069183
1876,ROW,Zn,collection,71.96973574669019
1876,ROW,Zn,environment,4.498108484168142
1876,ROW,Zn,fabrication_and_manufacturing,179.92433936672546
1876,ROW,Zn,primary_extraction,392.60093464069183
1876,ROW,Zn,recycling_refining_secondary,62.973518778353906
1876,ROW,Zn,refining_primary,307.23833936672565
1876,ROW,Zn,residue_treatment_disposal,8.996216968336284
1876,ROW,Zn,sorting_preprocessing,64.77276217202117
1876,ROW,Zn,use_phase,179.92433936672546
1877,CHN,Ni,beneficiation_concentration,0.0
1877,CHN,Ni,collection,0.07698166666666667
1877,CHN,Ni,environment,0.0
1877,CHN,Ni,fabrication_and_manufacturing,0.13996666666666666
1877,CHN,Ni,primary_extraction,0.0
1877,CHN,Ni,recycling_refining_secondary,0.07698166666666667
1877,CHN,Ni,refining_primary,0.03096666666666667
1877,CHN,Ni,residue_treatment_disposal,0.0
1877,CHN,Ni,sorting_preprocessing,0.06928350000000001
1877,CHN,Ni,use_phase,0.13996666666666666
1877,CHN,Sn,beneficiation_concentration,2.1068592633973107
1877,CHN,Sn,collection,2.834834910314646
1877,CHN,Sn,environment,0.7731367937221763
1877,CHN,Sn,fabrication_and_manufacturing,5.154245291481175
1877,CHN,Sn,primary_extraction,2.1068592633973107
1877,CHN,Sn,recycling_refining_secondary,1.2885613228702937
1877,CHN,Sn,refining_primary,9.565245291481174
1877,CHN,Sn,residue_treatment_disposal,1.5462735874443525
1877,CHN,Sn,sorting_preprocessing,2.5513514192831814
1877,CHN,Sn,use_phase,5.154245291481175
1877,CHN,Zn,beneficiation_concentration,9.74912420193701
1877,CHN,Zn,collection,3.481727184836182
1877,CHN,Zn,environment,0.3165206531669258
1877,CHN,Zn,fabrication_and_manufacturing,6.330413063338512
1877,CHN,Zn,primary_extraction,9.74912420193701
1877,CHN,Zn,recycling_refining_secondary,2.8486858785023306
1877,CHN,Zn,refining_primary,10.130413063338512
1877,CHN,Zn,residue_treatment_disposal,0.6330413063338516
1877,CHN,Zn,sorting_preprocessing,3.133554466352564
1877,CHN,Zn,use_phase,6.330413063338512
1877,EU27,Ni,beneficiation_concentration,0.27144680913493796
1877,EU27,Ni,collection,53.603975000000005
1877,EU27,Ni,environment,3.573598333333333
1877,EU27,Ni,fabrication_and_manufacturing,71.47196666666667
1877,EU27,Ni,primary_extraction,0.27144680913493796
1877,EU27,Ni,recycling_refining_secondary,46.45677833333334
1877,EU27,Ni,refining_primary,0.03096666666666667
1877,EU27,Ni,residue_treatment_disposal,7.147196666666666
1877,EU27,Ni,sorting_preprocessing,48.24357750000001
1877,EU27,Ni,use_phase,71.47196666666667
1877,EU27,Sn,beneficiation_concentration,0.5805354933961135
1877,EU27,Sn,collection,34.31540310688197
1877,EU27,Sn,environment,10.294620932064593
1877,EU27,Sn,fabrication_and_manufacturing,45.753870809175964
1877,EU27,Sn,primary_extraction,0.5805354933961135
1877,EU27,Sn,recycling_refining_secondary,13.72616124275279
1877,EU27,Sn,refining_primary,5.102870809175962
1877,EU27,Sn,residue_treatment_disposal,20.589241864129185
1877,EU27,Sn,sorting_preprocessing,30.883862796193778
1877,EU27,Sn,use_phase,45.753870809175964
1877,EU27,Zn,beneficiation_concentration,76.64994115737109
1877,EU27,Zn,collection,170.11145034398692
1877,EU27,Zn,environment,22.681526712531586
1877,EU27,Zn,fabrication_and_manufacturing,226.81526712531587
1877,EU27,Zn,primary_extraction,76.64994115737109
1877,EU27,Zn,recycling_refining_secondary,124.74839691892375
1877,EU27,Zn,refining_primary,136.54426712531583
1877,EU27,Zn,residue_treatment_disposal,45.36305342506317
1877,EU27,Zn,sorting_preprocessing,153.10030530958824
1877,EU27,Zn,use_phase,226.81526712531587
1877,ROW,Ni,beneficiation_concentration,9.018553190865061
1877,ROW,Ni,collection,0.0
1877,ROW,Ni,environment,0.0
1877,ROW,Ni,fabrication_and_manufacturing,0.0
1877,ROW,Ni,primary_extraction,9.018553190865061
1877,ROW,Ni,recycling_refining_secondary,0.0
1877,ROW,Ni,refining_primary,0.03096666666666667
1877,ROW,Ni,residue_treatment_disposal,0.0
1877,ROW,Ni,sorting_preprocessing,0.0
1877,ROW,Ni,use_phase,0.0
1877,ROW,Sn,beneficiation_concentration,90.91260524320657
1877,ROW,Sn,collection,13.952178613207764
1877,ROW,Sn,environment,3.488044653301941
1877,ROW,Sn,fabrication_and_manufacturing,34.88044653301941
1877,ROW,Sn,primary_extraction,90.91260524320657
1877,ROW,Sn,recycling_refining_secondary,6.976089306603882
1877,ROW,Sn,refining_primary,80.60444653301941
1877,ROW,Sn,residue_treatment_disposal,6.976089306603882
1877,ROW,Sn,sorting_preprocessing,12.556960751886988
1877,ROW,Sn,use_phase,34.88044653301941
1877,ROW,Zn,beneficiation_concentration,392.60093464069183
1877,ROW,Zn,collection,71.96973574669019
1877,ROW,Zn,environment,4.498108484168142
1877,ROW,Zn,fabrication_and_manufacturing,179.92433936672546
1877,ROW,Zn,primary_extraction,392.60093464069183
1877,ROW,Zn,recycling_refining_secondary,62.973518778353906
1877,ROW,Zn,refining_primary,307.23833936672565
1877,ROW,Zn,residue_treatment_disposal,8.996216968336284
1877,ROW,Zn,sorting_preprocessing,64.77276217202117
1877,ROW,Zn,use_phase,179.92433936672546
1878,CHN,Ni,beneficiation_concentration,0.0
1878,CHN,Ni,collection,0.07698166666666667
1878,CHN,Ni,environment,0.0
1878,CHN,Ni,fabrication_and_manufacturing,0.13996666666666666
1878,CHN,Ni,primary_extraction,0.0
1878,CHN,Ni,recycling_refining_secondary,0.07698166666666667
1878,CHN,Ni,refining_primary,0.03096666666666667
1878,CHN,Ni,residue_treatment_disposal,0.0
1878,CHN,Ni,sorting_preprocessing,0.06928350000000001
1878,CHN,Ni,use_phase,0.13996666666666666
1878,CHN,Sn,beneficiation_concentration,2.1068592633973107
1878,CHN,Sn,collection,2.834834910314646
1878,CHN,Sn,environment,0.7731367937221763
1878,CHN,Sn,fabrication_and_manufacturing,5.154245291481175
1878,CHN,Sn,primary_extraction,2.1068592633973107
1878,CHN,Sn,recycling_refining_secondary,1.2885613228702937
1878,CHN,Sn,refining_primary,9.565245291481174
1878,CHN,Sn,residue_treatment_disposal,1.5462735874443525
1878,CHN,Sn,sorting_preprocessing,2.5513514192831814
1878,CHN,Sn,use_phase,5.154245291481175
1878,CHN,Zn,beneficiation_concentration,9.74912420193701
1878,CHN,Zn,collection,3.481727184836182
1878,CHN,Zn,environment,0.3165206531669258
1878,CHN,Zn,fabrication_and_manufacturing,6.330413063338512
1878,CHN,Zn,primary_extraction,9.74912420193701
1878,CHN,Zn,recycling_refining_secondary,2.8486858785023306
1878,CHN,Zn,refining_primary,10.130413063338512
1878,CHN,Zn,residue_treatment_disposal,0.6330413063338516
1878,CHN,Zn,sorting_preprocessing,3.133554466352564
1878,CHN,Zn,use_phase,6.330413063338512
1878,EU27,Ni,beneficiation_concentration,0.27144680913493796
1878,EU27,Ni,collection,53.603975000000005
1878,EU27,Ni,environment,3.573598333333333
1878,EU27,Ni,fabrication_and_manufacturing,71.47196666666667
1878,EU27,Ni,primary_extraction,0.27144680913493796
1878,EU27,Ni,recycling_refining_secondary,46.45677833333334
1878,EU27,Ni,refining_primary,0.03096666666666667
1878,EU27,Ni,residue_treatment_disposal,7.147196666666666
1878,EU27,Ni,sorting_preprocessing,48.24357750000001
1878,EU27,Ni,use_phase,71.47196666666667
1878,EU27,Sn,beneficiation_concentration,0.5805354933961135
1878,EU27,Sn,collection,34.31540310688197
1878,EU27,Sn,environment,10.294620932064593
1878,EU27,Sn,fabrication_and_manufacturing,45.753870809175964
1878,EU27,Sn,primary_extraction,0.5805354933961135
1878,EU27,Sn,recycling_refining_secondary,13.72616124275279
1878,EU27,Sn,refining_primary,5.102870809175962
1878,EU27,Sn,residue_treatment_disposal,20.589241864129185
1878,EU27,Sn,sorting_preprocessing,30.883862796193778
1878,EU27,Sn,use_phase,45.753870809175964
1878,EU27,Zn,beneficiation_concentration,76.64994115737109
1878,EU27,Zn,collection,170.11145034398692
1878,EU27,Zn,environment,22.681526712531586
1878,EU27,Zn,fabrication_and_manufacturing,226.81526712531587
1878,EU27,Zn,primary_extraction,76.64994115737109
1878,EU27,Zn,recycling_refining_secondary,124.74839691892375
1878,EU27,Zn,refining_primary,136.54426712531583
1878,EU27,Zn,residue_treatment_disposal,45.36305342506317
1878,EU27,Zn,sorting_preprocessing,153.10030530958824
1878,EU27,Zn,use_phase,226.81526712531587
1878,ROW,Ni,beneficiation_concentration,9.018553190865061
1878,ROW,Ni,collection,0.0
1878,ROW,Ni,environment,0.0
1878,ROW,Ni,fabrication_and_manufacturing,0.0
1878,ROW,Ni,primary_extraction,9.018553190865061
1878,ROW,Ni,recycling_refining_secondary,0.0
1878,ROW,Ni,refining_primary,0.03096666666666667
1878,ROW,Ni,residue_treatment_disposal,0.0
1878,ROW,Ni,sorting_preprocessing,0.0
1878,ROW,Ni,use_phase,0.0
1878,ROW,Sn,beneficiation_concentration,90.91260524320657
1878,ROW,Sn,collection,13.952178613207764
1878,ROW,Sn,environment,3.488044653301941
1878,ROW,Sn,fabrication_and_manufacturing,34.88044653301941
1878,ROW,Sn,primary_extraction,90.91260524320657
1878,ROW,Sn,recycling_refining_secondary,6.976089306603882
1878,ROW,Sn,refining_primary,80.60444653301941
1878,ROW,Sn,residue_treatment_disposal,6.976089306603882
1878,ROW,Sn,sorting_preprocessing,12.556960751886988
1878,ROW,Sn,use_phase,34.88044653301941
1878,ROW,Zn,beneficiation_concentration,392.60093464069183
1878,ROW,Zn,collection,71.96973574669019
1878,ROW,Zn,environment,4.498108484168142
1878,ROW,Zn,fabrication_and_manufacturing,179.92433936672546
1878,ROW,Zn,primary_extraction,392.60093464069183
1878,ROW,Zn,recycling_refining_secondary,62.973518778353906
1878,ROW,Zn,refining_primary,307.23833936672565
1878,ROW,Zn,residue_treatment_disposal,8.996216968336284
1878,ROW,Zn,sorting_preprocessing,64.77276217202117
1878,ROW,Zn,use_phase,179.92433936672546
1879,CHN,Ni,beneficiation_concentration,0.0
1879,CHN,Ni,collection,0.07698166666666667
1879,CHN,Ni,environment,0.0
1879,CHN,Ni,fabrication_and_manufacturing,0.13996666666666666
1879,CHN,Ni,primary_extraction,0.0
1879,CHN,Ni,recycling_refining_secondary,0.07698166666666667
1879,CHN,Ni,refining_primary,0.03096666666666667
1879,CHN,Ni,residue_treatment_disposal,0.0
1879,CHN,Ni,sorting_preprocessing,0.06928350000000001
1879,CHN,Ni,use_phase,0.13996666666666666
1879,CHN,Sn,beneficiation_concentration,2.1068592633973107
1879,CHN,Sn,collection,2.834834910314646
1879,CHN,Sn,environment,0.7731367937221763
1879,CHN,Sn,fabrication_and_manufacturing,5.154245291481175
1879,CHN,Sn,primary_extraction,2.1068592633973107
1879,CHN,Sn,recycling_refining_secondary,1.2885613228702937
1879,CHN,Sn,refining_primary,9.565245291481174
1879,CHN,Sn,residue_treatment_disposal,1.5462735874443525
1879,CHN,Sn,sorting_preprocessing,2.5513514192831814
1879,CHN,Sn,use_phase,5.154245291481175
1879,CHN,Zn,beneficiation_concentration,9.74912420193701
1879,CHN,Zn,collection,3.481727184836182
1879,CHN,Zn,environment,0.3165206531669258
1879,CHN,Zn,fabrication_and_manufacturing,6.330413063338512
1879,CHN,Zn,primary_extraction,9.74912420193701
1879,CHN,Zn,recycling_refining_secondary,2.8486858785023306
1879,CHN,Zn,refining_primary,10.130413063338512
1879,CHN,Zn,residue_treatment_disposal,0.6330413063338516
1879,CHN,Zn,sorting_preprocessing,3.133554466352564
1879,CHN,Zn,use_phase,6.330413063338512
1879,EU27,Ni,beneficiation_concentration,0.27144680913493796
1879,EU27,Ni,collection,53.603975000000005
1879,EU27,Ni,environment,3.573598333333333
1879,EU27,Ni,fabrication_and_manufacturing,71.47196666666667
1879,EU27,Ni,primary_extraction,0.27144680913493796
1879,EU27,Ni,recycling_refining_secondary,46.45677833333334
1879,EU27,Ni,refining_primary,0.03096666666666667
1879,EU27,Ni,residue_treatment_disposal,7.147196666666666
1879,EU27,Ni,sorting_preprocessing,48.24357750000001
1879,EU27,Ni,use_phase,71.47196666666667
1879,EU27,Sn,beneficiation_concentration,0.5805354933961135
1879,EU27,Sn,collection,34.31540310688197
1879,EU27,Sn,environment,10.294620932064593
1879,EU27,Sn,fabrication_and_manufacturing,45.753870809175964
1879,EU27,Sn,primary_extraction,0.5805354933961135
1879,EU27,Sn,recycling_refining_secondary,13.72616124275279
1879,EU27,Sn,refining_primary,5.102870809175962
1879,EU27,Sn,residue_treatment_disposal,20.589241864129185
1879,EU27,Sn,sorting_preprocessing,30.883862796193778
1879,EU27,Sn,use_phase,45.753870809175964
1879,EU27,Zn,beneficiation_concentration,76.64994115737109
1879,EU27,Zn,collection,170.11145034398692
1879,EU27,Zn,environment,22.681526712531586
1879,EU27,Zn,fabrication_and_manufacturing,226.81526712531587
1879,EU27,Zn,primary_extraction,76.64994115737109
1879,EU27,Zn,recycling_refining_secondary,124.74839691892375
1879,EU27,Zn,refining_primary,136.54426712531583
1879,EU27,Zn,residue_treatment_disposal,45.36305342506317
1879,EU27,Zn,sorting_preprocessing,153.10030530958824
1879,EU27,Zn,use_phase,226.81526712531587
1879,ROW,Ni,beneficiation_concentration,9.018553190865061
1879,ROW,Ni,collection,0.0
1879,ROW,Ni,environment,0.0
1879,ROW,Ni,fabrication_and_manufacturing,0.0
1879,ROW,Ni,primary_extraction,9.018553190865061
1879,ROW,Ni,recycling_refining_secondary,0.0
1879,ROW,Ni,refining_primary,0.03096666666666667
1879,ROW,Ni,residue_treatment_disposal,0.0
1879,ROW,Ni,sorting_preprocessing,0.0
1879,ROW,Ni,use_phase,0.0
1879,ROW,Sn,beneficiation_concentration,90.91260524320657
1879,ROW,Sn,collection,13.952178613207764
1879,ROW,Sn,environment,3.488044653301941
1879,ROW,Sn,fabrication_and_manufacturing,34.88044653301941
1879,ROW,Sn,primary_extraction,90.91260524320657
1879,ROW,Sn,recycling_refining_secondary,6.976089306603882
1879,ROW,Sn,refining_primary,80.60444653301941
1879,ROW,Sn,residue_treatment_disposal,6.976089306603882
1879,ROW,Sn,sorting_preprocessing,12.556960751886988
1879,ROW,Sn,use_phase,34.88044653301941
1879,ROW,Zn,beneficiation_concentration,392.60093464069183
1879,ROW,Zn,collection,71.96973574669019
1879,ROW,Zn,environment,4.498108484168142
1879,ROW,Zn,fabrication_and_manufacturing,179.92433936672546
1879,ROW,Zn,primary_extraction,392.60093464069183
1879,ROW,Zn,recycling_refining_secondary,62.973518778353906
1879,ROW,Zn,refining_primary,307.23833936672565
1879,ROW,Zn,residue_treatment_disposal,8.996216968336284
1879,ROW,Zn,sorting_preprocessing,64.77276217202117
1879,ROW,Zn,use_phase,179.92433936672546
1880,CHN,Ni,beneficiation_concentration,0.0
1880,CHN,Ni,collection,0.07698166666666667
1880,CHN,Ni,environment,0.0
1880,CHN,Ni,fabrication_and_manufacturing,0.13996666666666666
1880,CHN,Ni,primary_extraction,0.0
1880,CHN,Ni,recycling_refining_secondary,0.07698166666666667
1880,CHN,Ni,refining_primary,0.03096666666666667
1880,CHN,Ni,residue_treatment_disposal,0.0
1880,CHN,Ni,sorting_preprocessing,0.06928350000000001
1880,CHN,Ni,use_phase,0.13996666666666666
1880,CHN,Sn,beneficiation_concentration,2.1068592633973107
1880,CHN,Sn,collection,2.834834910314646
1880,CHN,Sn,environment,0.7731367937221763
1880,CHN,Sn,fabrication_and_manufacturing,5.154245291481175
1880,CHN,Sn,primary_extraction,2.1068592633973107
1880,CHN,Sn,recycling_refining_secondary,1.2885613228702937
1880,CHN,Sn,refining_primary,9.565245291481174
1880,CHN,Sn,residue_treatment_disposal,1.5462735874443525
1880,CHN,Sn,sorting_preprocessing,2.5513514192831814
1880,CHN,Sn,use_phase,5.154245291481175
1880,CHN,Zn,beneficiation_concentration,9.74912420193701
1880,CHN,Zn,collection,3.481727184836182
1880,CHN,Zn,environment,0.3165206531669258
1880,CHN,Zn,fabrication_and_manufacturing,6.330413063338512
1880,CHN,Zn,primary_extraction,9.74912420193701
1880,CHN,Zn,recycling_refining_secondary,2.8486858785023306
1880,CHN,Zn,refining_primary,10.130413063338512
1880,CHN,Zn,residue_treatment_disposal,0.6330413063338516
1880,CHN,Zn,sorting_preprocessing,3.133554466352564
1880,CHN,Zn,use_phase,6.330413063338512
1880,EU27,Ni,beneficiation_concentration,0.27144680913493796
1880,EU27,Ni,collection,53.603975000000005
1880,EU27,Ni,environment,3.573598333333333
1880,EU27,Ni,fabrication_and_manufacturing,71.47196666666667
1880,EU27,Ni,primary_extraction,0.27144680913493796
1880,EU27,Ni,recycling_refining_secondary,46.45677833333334
1880,EU27,Ni,refining_primary,0.03096666666666667
1880,EU27,Ni,residue_treatment_disposal,7.147196666666666
1880,EU27,Ni,sorting_preprocessing,48.24357750000001
1880,EU27,Ni,use_phase,71.47196666666667
1880,EU27,Sn,beneficiation_concentration,0.5805354933961135
1880,EU27,Sn,collection,34.31540310688197
1880,EU27,Sn,environment,10.294620932064593
1880,EU27,Sn,fabrication_and_manufacturing,45.753870809175964
1880,EU27,Sn,primary_extraction,0.5805354933961135
1880,EU27,Sn,recycling_refining_secondary,13.72616124275279
1880,EU27,Sn,refining_primary,5.102870809175962
1880,EU27,Sn,residue_treatment_disposal,20.589241864129185
1880,EU27,Sn,sorting_preprocessing,30.883862796193778
1880,EU27,Sn,use_phase,45.753870809175964
1880,EU27,Zn,beneficiation_concentration,76.64994115737109
1880,EU27,Zn,collection,170.11145034398692
1880,EU27,Zn,environment,22.681526712531586
1880,EU27,Zn,fabrication_and_manufacturing,226.81526712531587
1880,EU27,Zn,primary_extraction,76.64994115737109
1880,EU27,Zn,recycling_refining_secondary,124.74839691892375
1880,EU27,Zn,refining_primary,136.54426712531583
1880,EU27,Zn,residue_treatment_disposal,45.36305342506317
1880,EU27,Zn,sorting_preprocessing,153.10030530958824
1880,EU27,Zn,use_phase,226.81526712531587
1880,ROW,Ni,beneficiation_concentration,9.018553190865061
1880,ROW,Ni,collection,0.0
1880,ROW,Ni,environment,0.0
1880,ROW,Ni,fabrication_and_manufacturing,0.0
1880,ROW,Ni,primary_extraction,9.018553190865061
1880,ROW,Ni,recycling_refining_secondary,0.0
1880,ROW,Ni,refining_primary,0.03096666666666667
1880,ROW,Ni,residue_treatment_disposal,0.0
1880,ROW,Ni,sorting_preprocessing,0.0
1880,ROW,Ni,use_phase,0.0
1880,ROW,Sn,beneficiation_concentration,90.91260524320657
1880,ROW,Sn,collection,13.952178613207764
1880,ROW,Sn,environment,3.488044653301941
1880,ROW,Sn,fabrication_and_manufacturing,34.88044653301941
1880,ROW,Sn,primary_extraction,90.91260524320657
1880,ROW,Sn,recycling_refining_secondary,6.976089306603882
1880,ROW,Sn,refining_primary,80.60444653301941
1880,ROW,Sn,residue_treatment_disposal,6.976089306603882
1880,ROW,Sn,sorting_preprocessing,12.556960751886988
1880,ROW,Sn,use_phase,34.88044653301941
1880,ROW,Zn,beneficiation_concentration,392.60093464069183
1880,ROW,Zn,collection,71.96973574669019
1880,ROW,Zn,environment,4.498108484168142
1880,ROW,Zn,fabrication_and_manufacturing,179.92433936672546
1880,ROW,Zn,primary_extraction,392.60093464069183
1880,ROW,Zn,recycling_refining_secondary,62.973518778353906
1880,ROW,Zn,refining_primary,307.23833936672565
1880,ROW,Zn,residue_treatment_disposal,8.996216968336284
1880,ROW,Zn,sorting_preprocessing,64.77276217202117
1880,ROW,Zn,use_phase,179.92433936672546
1881,CHN,Ni,beneficiation_concentration,0.0
1881,CHN,Ni,collection,0.07698166666666667
1881,CHN,Ni,environment,0.0
1881,CHN,Ni,fabrication_and_manufacturing,0.13996666666666666
1881,CHN,Ni,primary_extraction,0.0
1881,CHN,Ni,recycling_refining_secondary,0.07698166666666667
1881,CHN,Ni,refining_primary,0.03096666666666667
1881,CHN,Ni,residue_treatment_disposal,0.0
1881,CHN,Ni,sorting_preprocessing,0.06928350000000001
1881,CHN,Ni,use_phase,0.13996666666666666
1881,CHN,Sn,beneficiation_concentration,2.1068592633973107
1881,CHN,Sn,collection,2.834834910314646
1881,CHN,Sn,environment,0.7731367937221763
1881,CHN,Sn,fabrication_and_manufacturing,5.154245291481175
1881,CHN,Sn,primary_extraction,2.1068592633973107
1881,CHN,Sn,recycling_refining_secondary,1.2885613228702937
1881,CHN,Sn,refining_primary,9.565245291481174
1881,CHN,Sn,residue_treatment_disposal,1.5462735874443525
1881,CHN,Sn,sorting_preprocessing,2.5513514192831814
1881,CHN,Sn,use_phase,5.154245291481175
1881,CHN,Zn,beneficiation_concentration,9.74912420193701
1881,CHN,Zn,collection,3.481727184836182
1881,CHN,Zn,environment,0.3165206531669258
1881,CHN,Zn,fabrication_and_manufacturing,6.330413063338512
1881,CHN,Zn,primary_extraction,9.74912420193701
1881,CHN,Zn,recycling_refining_secondary,2.8486858785023306
1881,CHN,Zn,refining_primary,10.130413063338512
1881,CHN,Zn,residue_treatment_disposal,0.6330413063338516
1881,CHN,Zn,sorting_preprocessing,3.133554466352564
1881,CHN,Zn,use_phase,6.330413063338512
1881,EU27,Ni,beneficiation_concentration,0.27144680913493796
1881,EU27,Ni,collection,53.603975000000005
1881,EU27,Ni,environment,3.573598333333333
1881,EU27,Ni,fabrication_and_manufacturing,71.47196666666667
1881,EU27,Ni,primary_extraction,0.27144680913493796
1881,EU27,Ni,recycling_refining_secondary,46.45677833333334
1881,EU27,Ni,refining_primary,0.03096666666666667
1881,EU27,Ni,residue_treatment_disposal,7.147196666666666
1881,EU27,Ni,sorting_preprocessing,48.24357750000001
1881,EU27,Ni,use_phase,71.47196666666667
1881,EU27,Sn,beneficiation_concentration,0.5805354933961135
1881,EU27,Sn,collection,34.31540310688197
1881,EU27,Sn,environment,10.294620932064593
1881,EU27,Sn,fabrication_and_manufacturing,45.753870809175964
1881,EU27,Sn,primary_extraction,0.5805354933961135
1881,EU27,Sn,recycling_refining_secondary,13.72616124275279
