t,i,m,c,value
1890,EU27,Ni,scrap,1.0
1890,EU27,Sn,concentrate,1.0
1890,EU27,Sn,refined_metal,1.0
1890,EU27,Sn,scrap,1.0
1890,EU27,Zn,concentrate,1.0
1890,EU27,Zn,refined_metal,1.0
1890,EU27,Zn,scrap,1.0
1890,ROW,Ni,concentrate,1.0
1890,ROW,Ni,refined_metal,1.0
1890,ROW,Ni,scrap,1.0
1890,ROW,Sn,concentrate,1.0
1890,ROW,Sn,refined_metal,1.0
1890,ROW,Sn,scrap,1.0
1890,ROW,Zn,concentrate,1.0
1890,ROW,Zn,refined_metal,1.0
1890,ROW,Zn,scrap,1.0
1891,CHN,Ni,concentrate,1.0
1891,CHN,Ni,refined_metal,1.0
1891,CHN,Ni,scrap,1.0
1891,CHN,Sn,concentrate,1.0
1891,CHN,Sn,refined_metal,1.0
1891,CHN,Sn,scrap,1.0
1891,CHN,Zn,concentrate,1.0
1891,CHN,Zn,refined_metal,1.0
1891,CHN,Zn,scrap,1.0
1891,EU27,Ni,concentrate,1.0
1891,EU27,Ni,refined_metal,1.0
1891,EU27,Ni,scrap,1.0
1891,EU27,Sn,concentrate,1.0
1891,EU27,Sn,refined_metal,1.0
1891,EU27,Sn,scrap,1.0
1891,EU27,Zn,concentrate,1.0
1891,EU27,Zn,refined_metal,1.0
1891,EU27,Zn,scrap,1.0
1891,ROW,Ni,concentrate,1.0
1891,ROW,Ni,refined_metal,1.0
1891,ROW,Ni,scrap,1.0
1891,ROW,Sn,concentrate,1.0
1891,ROW,Sn,refined_metal,1.0
1891,ROW,Sn,scrap,1.0
1891,ROW,Zn,concentrate,1.0
1891,ROW,Zn,refined_metal,1.0
1891,ROW,Zn,scrap,1.0
1892,CHN,Ni,concentrate,1.0
1892,CHN,Ni,refined_metal,1.0
1892,CHN,Ni,scrap,1.0
1892,CHN,Sn,concentrate,1.0
1892,CHN,Sn,refined_metal,1.0
1892,CHN,Sn,scrap,1.0
1892,CHN,Zn,concentrate,1.0
1892,CHN,Zn,refined_metal,1.0
1892,CHN,Zn,scrap,1.0
1892,EU27,Ni,concentrate,1.0
1892,EU27,Ni,refined_metal,1.0
1892,EU27,Ni,scrap,1.0
1892,EU27,Sn,concentrate,1.0
1892,EU27,Sn,refined_metal,1.0
1892,EU27,Sn,scrap,1.0
1892,EU27,Zn,concentrate,1.0
1892,EU27,Zn,refined_metal,1.0
1892,EU27,Zn,scrap,1.0
1892,ROW,Ni,concentrate,1.0
1892,ROW,Ni,refined_metal,1.0
1892,ROW,Ni,scrap,1.0
1892,ROW,Sn,concentrate,1.0
1892,ROW,Sn,refined_metal,1.0
1892,ROW,Sn,scrap,1.0
1892,ROW,Zn,concentrate,1.0
1892,ROW,Zn,refined_metal,1.0
1892,ROW,Zn,scrap,1.0
1893,CHN,Ni,concentrate,1.0
1893,CHN,Ni,refined_metal,1.0
1893,CHN,Ni,scrap,1.0
1893,CHN,Sn,concentrate,1.0
1893,CHN,Sn,refined_metal,1.0
1893,CHN,Sn,scrap,1.0
1893,CHN,Zn,concentrate,1.0
1893,CHN,Zn,refined_metal,1.0
1893,CHN,Zn,scrap,1.0
1893,EU27,Ni,concentrate,1.0
1893,EU27,Ni,refined_metal,1.0
1893,EU27,Ni,scrap,1.0
1893,EU27,Sn,concentrate,1.0
1893,EU27,Sn,refined_metal,1.0
1893,EU27,Sn,scrap,1.0
1893,EU27,Zn,concentrate,1.0
1893,EU27,Zn,refined_metal,1.0
1893,EU27,Zn,scrap,1.0
1893,ROW,Ni,concentrate,1.0
1893,ROW,Ni,refined_metal,1.0
1893,ROW,Ni,scrap,1.0
1893,ROW,Sn,concentrate,1.0
1893,ROW,Sn,refined_metal,1.0
1893,ROW,Sn,scrap,1.0
1893,ROW,Zn,concentrate,1.0
1893,ROW,Zn,refined_metal,1.0
1893,ROW,Zn,scrap,1.0
1894,CHN,Ni,concentrate,1.0
1894,CHN,Ni,refined_metal,1.0
1894,CHN,Ni,scrap,1.0
1894,CHN,Sn,concentrate,1.0
1894,CHN,Sn,refined_metal,1.0
1894,CHN,Sn,scrap,1.0
1894,CHN,Zn,concentrate,1.0
1894,CHN,Zn,refined_metal,1.0
1894,CHN,Zn,scrap,1.0
1894,EU27,Ni,concentrate,1.0
1894,EU27,Ni,refined_metal,1.0
1894,EU27,Ni,scrap,1.0
1894,EU27,Sn,concentrate,1.0
1894,EU27,Sn,refined_metal,1.0
1894,EU27,Sn,scrap,1.0
1894,EU27,Zn,concentrate,1.0
1894,EU27,Zn,refined_metal,1.0
1894,EU27,Zn,scrap,1.0
1894,ROW,Ni,concentrate,1.0
1894,ROW,Ni,refined_metal,1.0
1894,ROW,Ni,scrap,1.0
1894,ROW,Sn,concentrate,1.0
1894,ROW,Sn,refined_metal,1.0
1894,ROW,Sn,scrap,1.0
1894,ROW,Zn,concentrate,1.0
1894,ROW,Zn,refined_metal,1.0
1894,ROW,Zn,scrap,1.0
1895,CHN,Ni,concentrate,1.0
1895,CHN,Ni,refined_metal,1.0
1895,CHN,Ni,scrap,1.0
1895,CHN,Sn,concentrate,1.0
1895,CHN,Sn,refined_metal,1.0
1895,CHN,Sn,scrap,1.0
1895,CHN,Zn,concentrate,1.0
1895,CHN,Zn,refined_metal,1.0
1895,CHN,Zn,scrap,1.0
1895,EU27,Ni,concentrate,1.0
1895,EU27,Ni,refined_metal,1.0
1895,EU27,Ni,scrap,1.0
1895,EU27,Sn,concentrate,1.0
1895,EU27,Sn,refined_metal,1.0
1895,EU27,Sn,scrap,1.0
1895,EU27,Zn,concentrate,1.0
1895,EU27,Zn,refined_metal,1.0
1895,EU27,Zn,scrap,1.0
1895,ROW,Ni,concentrate,1.0
1895,ROW,Ni,refined_metal,1.0
1895,ROW,Ni,scrap,1.0
1895,ROW,Sn,concentrate,1.0
1895,ROW,Sn,refined_metal,1.0
1895,ROW,Sn,scrap,1.0
1895,ROW,Zn,concentrate,1.0
1895,ROW,Zn,refined_metal,1.0
1895,ROW,Zn,scrap,1.0
1896,CHN,Ni,concentrate,1.0
1896,CHN,Ni,refined_metal,1.0
1896,CHN,Ni,scrap,1.0
1896,CHN,Sn,concentrate,1.0
1896,CHN,Sn,refined_metal,1.0
1896,CHN,Sn,scrap,1.0
1896,CHN,Zn,concentrate,1.0
1896,CHN,Zn,refined_metal,1.0
1896,CHN,Zn,scrap,1.0
1896,EU27,Ni,concentrate,1.0
1896,EU27,Ni,refined_metal,1.0
1896,EU27,Ni,scrap,1.0
1896,EU27,Sn,concentrate,1.0
1896,EU27,Sn,refined_metal,1.0
1896,EU27,Sn,scrap,1.0
1896,EU27,Zn,concentrate,1.0
1896,EU27,Zn,refined_metal,1.0
1896,EU27,Zn,scrap,1.0
1896,ROW,Ni,concentrate,1.0
1896,ROW,Ni,refined_metal,1.0
1896,ROW,Ni,scrap,1.0
1896,ROW,Sn,concentrate,1.0
1896,ROW,Sn,refined_metal,1.0
1896,ROW,Sn,scrap,1.0
1896,ROW,Zn,concentrate,1.0
1896,ROW,Zn,refined_metal,1.0
1896,ROW,Zn,scrap,1.0
1897,CHN,Ni,concentrate,1.0
1897,CHN,Ni,refined_metal,1.0
1897,CHN,Ni,scrap,1.0
1897,CHN,Sn,concentrate,1.0
1897,CHN,Sn,refined_metal,1.0
1897,CHN,Sn,scrap,1.0
1897,CHN,Zn,concentrate,1.0
1897,CHN,Zn,refined_metal,1.0
1897,CHN,Zn,scrap,1.0
1897,EU27,Ni,concentrate,1.0
1897,EU27,Ni,refined_metal,1.0
1897,EU27,Ni,scrap,1.0
1897,EU27,Sn,concentrate,1.0
1897,EU27,Sn,refined_metal,1.0
1897,EU27,Sn,scrap,1.0
1897,EU27,Zn,concentrate,1.0
1897,EU27,Zn,refined_metal,1.0
1897,EU27,Zn,scrap,1.0
1897,ROW,Ni,concentrate,1.0
1897,ROW,Ni,refined_metal,1.0
1897,ROW,Ni,scrap,1.0
1897,ROW,Sn,concentrate,1.0
1897,ROW,Sn,refined_metal,1.0
1897,ROW,Sn,scrap,1.0
1897,ROW,Zn,concentrate,1.0
1897,ROW,Zn,refined_metal,1.0
1897,ROW,Zn,scrap,1.0
1898,CHN,Ni,concentrate,1.0
1898,CHN,Ni,refined_metal,1.0
1898,CHN,Ni,scrap,1.0
1898,CHN,Sn,concentrate,1.0
1898,CHN,Sn,refined_metal,1.0
1898,CHN,Sn,scrap,1.0
1898,CHN,Zn,concentrate,1.0
1898,CHN,Zn,refined_metal,1.0
1898,CHN,Zn,scrap,1.0
1898,EU27,Ni,concentrate,1.0
1898,EU27,Ni,refined_metal,1.0
1898,EU27,Ni,scrap,1.0
1898,EU27,Sn,concentrate,1.0
1898,EU27,Sn,refined_metal,1.0
1898,EU27,Sn,scrap,1.0
1898,EU27,Zn,concentrate,1.0
1898,EU27,Zn,refined_metal,1.0
1898,EU27,Zn,scrap,1.0
1898,ROW,Ni,concentrate,1.0
1898,ROW,Ni,refined_metal,1.0
1898,ROW,Ni,scrap,1.0
1898,ROW,Sn,concentrate,1.0
1898,ROW,Sn,refined_metal,1.0
1898,ROW,Sn,scrap,1.0
1898,ROW,Zn,concentrate,1.0
1898,ROW,Zn,refined_metal,1.0
1898,ROW,Zn,scrap,1.0
1899,CHN,Ni,concentrate,1.0
1899,CHN,Ni,refined_metal,1.0
1899,CHN,Ni,scrap,1.0
1899,CHN,Sn,concentrate,1.0
1899,CHN,Sn,refined_metal,1.0
1899,CHN,Sn,scrap,1.0
1899,CHN,Zn,concentrate,1.0
1899,CHN,Zn,refined_metal,1.0
1899,CHN,Zn,scrap,1.0
1899,EU27,Ni,concentrate,1.0
1899,EU27,Ni,refined_metal,1.0
1899,EU27,Ni,scrap,1.0
1899,EU27,Sn,concentrate,1.0
1899,EU27,Sn,refined_metal,1.0
1899,EU27,Sn,scrap,1.0
1899,EU27,Zn,concentrate,1.0
1899,EU27,Zn,refined_metal,1.0
1899,EU27,Zn,scrap,1.0
1899,ROW,Ni,concentrate,1.0
1899,ROW,Ni,refined_metal,1.0
1899,ROW,Ni,scrap,1.0
1899,ROW,Sn,concentrate,1.0
1899,ROW,Sn,refined_metal,1.0
1899,ROW,Sn,scrap,1.0
1899,ROW,Zn,concentrate,1.0
1899,ROW,Zn,refined_metal,1.0
1899,ROW,Zn,scrap,1.0
1900,CHN,Ni,concentrate,1.0
1900,CHN,Ni,refined_metal,1.0
1900,CHN,Ni,scrap,1.0
1900,CHN,Sn,concentrate,1.0
1900,CHN,Sn,refined_metal,1.0
1900,CHN,Sn,scrap,1.0
1900,CHN,Zn,concentrate,1.0
1900,CHN,Zn,refined_metal,1.0
1900,CHN,Zn,scrap,1.0
1900,EU27,Ni,concentrate,1.0
1900,EU27,Ni,refined_metal,1.0
1900,EU27,Ni,scrap,1.0
1900,EU27,Sn,concentrate,1.0
1900,EU27,Sn,refined_metal,1.0
1900,EU27,Sn,scrap,1.0
1900,EU27,Zn,concentrate,1.0
1900,EU27,Zn,refined_metal,1.0
1900,EU27,Zn,scrap,1.0
1900,ROW,Ni,concentrate,1.0
1900,ROW,Ni,refined_metal,1.0
1900,ROW,Ni,scrap,1.0
1900,ROW,Sn,concentrate,1.0
1900,ROW,Sn,refined_metal,1.0
1900,ROW,Sn,scrap,1.0
1900,ROW,Zn,concentrate,1.0
1900,ROW,Zn,refined_metal,1.0
1900,ROW,Zn,scrap,1.0
1901,CHN,Ni,concentrate,1.0
1901,CHN,Ni,refined_metal,1.0
1901,CHN,Ni,scrap,1.0
1901,CHN,Sn,concentrate,1.0
1901,CHN,Sn,refined_metal,1.0
1901,CHN,Sn,scrap,1.0
1901,CHN,Zn,concentrate,1.0
1901,CHN,Zn,refined_metal,1.0
1901,CHN,Zn,scrap,1.0
1901,EU27,Ni,concentrate,1.0
1901,EU27,Ni,refined_metal,1.0
1901,EU27,Ni,scrap,1.0
1901,EU27,Sn,concentrate,1.0
1901,EU27,Sn,refined_metal,1.0
1901,EU27,Sn,scrap,1.0
1901,EU27,Zn,concentrate,1.0
1901,EU27,Zn,refined_metal,1.0
1901,EU27,Zn,scrap,1.0
1901,ROW,Ni,concentrate,1.0
1901,ROW,Ni,refined_metal,1.0
1901,ROW,Ni,scrap,1.0
1901,ROW,Sn,concentrate,1.0
1901,ROW,Sn,refined_metal,1.0
1901,ROW,Sn,scrap,1.0
1901,ROW,Zn,concentrate,1.0
1901,ROW,Zn,refined_metal,1.0
1901,ROW,Zn,scrap,1.0
1902,CHN,Ni,concentrate,1.0
1902,CHN,Ni,refined_metal,1.0
1902,CHN,Ni,scrap,1.0
1902,CHN,Sn,concentrate,1.0
1902,CHN,Sn,refined_metal,1.0
1902,CHN,Sn,scrap,1.0
1902,CHN,Zn,concentrate,1.0
1902,CHN,Zn,refined_metal,1.0
1902,CHN,Zn,scrap,1.0
1902,EU27,Ni,concentrate,1.0
1902,EU27,Ni,refined_metal,1.0
1902,EU27,Ni,scrap,1.0
1902,EU27,Sn,concentrate,1.0
1902,EU27,Sn,refined_metal,1.0
1902,EU27,Sn,scrap,1.0
1902,EU27,Zn,concentrate,1.0
1902,EU27,Zn,refined_metal,1.0
1902,EU27,Zn,scrap,1.0
1902,ROW,Ni,concentrate,1.0
1902,ROW,Ni,refined_metal,1.0
1902,ROW,Ni,scrap,1.0
1902,ROW,Sn,concentrate,1.0
1902,ROW,Sn,refined_metal,1.0
1902,ROW,Sn,scrap,1.0
1902,ROW,Zn,concentrate,1.0
1902,ROW,Zn,refined_metal,1.0
1902,ROW,Zn,scrap,1.0
1903,CHN,Ni,concentrate,1.0
1903,CHN,Ni,refined_metal,1.0
1903,CHN,Ni,scrap,1.0
1903,CHN,Sn,concentrate,1.0
1903,CHN,Sn,refined_metal,1.0
1903,CHN,Sn,scrap,1.0
1903,CHN,Zn,concentrate,1.0
1903,CHN,Zn,refined_metal,1.0
1903,CHN,Zn,scrap,1.0
1903,EU27,Ni,concentrate,1.0
1903,EU27,Ni,refined_metal,1.0
1903,EU27,Ni,scrap,1.0
1903,EU27,Sn,concentrate,1.0
1903,EU27,Sn,refined_metal,1.0
1903,EU27,Sn,scrap,1.0
1903,EU27,Zn,concentrate,1.0
1903,EU27,Zn,refined_metal,1.0
1903,EU27,Zn,scrap,1.0
1903,ROW,Ni,concentrate,1.0
1903,ROW,Ni,refined_metal,1.0
1903,ROW,Ni,scrap,1.0
1903,ROW,Sn,concentrate,1.0
1903,ROW,Sn,refined_metal,1.0
1903,ROW,Sn,scrap,1.0
1903,ROW,Zn,concentrate,1.0
1903,ROW,Zn,refined_metal,1.0
1903,ROW,Zn,scrap,1.0
1904,CHN,Ni,concentrate,1.0
1904,CHN,Ni,refined_metal,1.0
1904,CHN,Ni,scrap,1.0
1904,CHN,Sn,concentrate,1.0
1904,CHN,Sn,refined_metal,1.0
1904,CHN,Sn,scrap,1.0
1904,CHN,Zn,concentrate,1.0
1904,CHN,Zn,refined_metal,1.0
1904,CHN,Zn,scrap,1.0
1904,EU27,Ni,concentrate,1.0
1904,EU27,Ni,refined_metal,1.0
1904,EU27,Ni,scrap,1.0
1904,EU27,Sn,concentrate,1.0
1904,EU27,Sn,refined_metal,1.0
1904,EU27,Sn,scrap,1.0
1904,EU27,Zn,concentrate,1.0
1904,EU27,Zn,refined_metal,1.0
1904,EU27,Zn,scrap,1.0
1904,ROW,Ni,concentrate,1.0
1904,ROW,Ni,refined_metal,1.0
1904,ROW,Ni,scrap,1.0
1904,ROW,Sn,concentrate,1.0
1904,ROW,Sn,refined_metal,1.0
1904,ROW,Sn,scrap,1.0
1904,ROW,Zn,concentrate,1.0
1904,ROW,Zn,refined_metal,1.0
1904,ROW,Zn,scrap,1.0
1905,CHN,Ni,concentrate,1.0
1905,CHN,Ni,refined_metal,1.0
1905,CHN,Ni,scrap,1.0
1905,CHN,Sn,concentrate,1.0
1905,CHN,Sn,refined_metal,1.0
1905,CHN,Sn,scrap,1.0
1905,CHN,Zn,concentrate,1.0
1905,CHN,Zn,refined_metal,1.0
1905,CHN,Zn,scrap,1.0
1905,EU27,Ni,concentrate,1.0
1905,EU27,Ni,refined_metal,1.0
1905,EU27,Ni,scrap,1.0
1905,EU27,Sn,concentrate,1.0
1905,EU27,Sn,refined_metal,1.0
1905,EU27,Sn,scrap,1.0
1905,EU27,Zn,concentrate,1.0
1905,EU27,Zn,refined_metal,1.0
1905,EU27,Zn,scrap,1.0
1905,ROW,Ni,concentrate,1.0
1905,ROW,Ni,refined_metal,1.0
1905,ROW,Ni,scrap,1.0
1905,ROW,Sn,concentrate,1.0
1905,ROW,Sn,refined_metal,1.0
1905,ROW,Sn,scrap,1.0
1905,ROW,Zn,concentrate,1.0
1905,ROW,Zn,refined_metal,1.0
1905,ROW,Zn,scrap,1.0
1906,CHN,Ni,concentrate,1.0
1906,CHN,Ni,refined_metal,1.0
1906,CHN,Ni,scrap,1.0
1906,CHN,Sn,concentrate,1.0
1906,CHN,Sn,refined_metal,1.0
1906,CHN,Sn,scrap,1.0
1906,CHN,Zn,concentrate,1.0
1906,CHN,Zn,refined_metal,1.0
1906,CHN,Zn,scrap,1.0
1906,EU27,Ni,concentrate,1.0
1906,EU27,Ni,refined_metal,1.0
1906,EU27,Ni,scrap,1.0
1906,EU27,Sn,concentrate,1.0
1906,EU27,Sn,refined_metal,1.0
1906,EU27,Sn,scrap,1.0
1906,EU27,Zn,concentrate,1.0
1906,EU27,Zn,refined_metal,1.0
1906,EU27,Zn,scrap,1.0
1906,ROW,Ni,concentrate,1.0
1906,ROW,Ni,refined_metal,1.0
1906,ROW,Ni,scrap,1.0
1906,ROW,Sn,concentrate,1.0
1906,ROW,Sn,refined_metal,1.0
1906,ROW,Sn,scrap,1.0
1906,ROW,Zn,concentrate,1.0
1906,ROW,Zn,refined_metal,1.0
1906,ROW,Zn,scrap,1.0
1907,CHN,Ni,concentrate,1.0
1907,CHN,Ni,refined_metal,1.0
1907,CHN,Ni,scrap,1.0
1907,CHN,Sn,concentrate,1.0
1907,CHN,Sn,refined_metal,1.0
1907,CHN,Sn,scrap,1.0
1907,CHN,Zn,concentrate,1.0
1907,CHN,Zn,refined_metal,1.0
1907,CHN,Zn,scrap,1.0
1907,EU27,Ni,concentrate,1.0
1907,EU27,Ni,refined_metal,1.0
1907,EU27,Ni,scrap,1.0
1907,EU27,Sn,concentrate,1.0
1907,EU27,Sn,refined_metal,1.0
1907,EU27,Sn,scrap,1.0
1907,EU27,Zn,concentrate,1.0
1907,EU27,Zn,refined_metal,1.0
1907,EU27,Zn,scrap,1.0
1907,ROW,Ni,concentrate,1.0
1907,ROW,Ni,refined_metal,1.0
1907,ROW,Ni,scrap,1.0
1907,ROW,Sn,concentrate,1.0
1907,ROW,Sn,refined_metal,1.0
1907,ROW,Sn,scrap,1.0
1907,ROW,Zn,concentrate,1.0
1907,ROW,Zn,refined_metal,1.0
1907,ROW,Zn,scrap,1.0
1908,CHN,Ni,concentrate,1.0
1908,CHN,Ni,refined_metal,1.0
1908,CHN,Ni,scrap,1.0
1908,CHN,Sn,concentrate,1.0
1908,CHN,Sn,refined_metal,1.0
1908,CHN,Sn,scrap,1.0
1908,CHN,Zn,concentrate,1.0
1908,CHN,Zn,refined_metal,1.0
1908,CHN,Zn,scrap,1.0
1908,EU27,Ni,concentrate,1.0
1908,EU27,Ni,refined_metal,1.0
1908,EU27,Ni,scrap,1.0
1908,EU27,Sn,concentrate,1.0
1908,EU27,Sn,refined_metal,1.0
1908,EU27,Sn,scrap,1.0
1908,EU27,Zn,concentrate,1.0
1908,EU27,Zn,refined_metal,1.0
1908,EU27,Zn,scrap,1.0
1908,ROW,Ni,concentrate,1.0
1908,ROW,Ni,refined_metal,1.0
1908,ROW,Ni,scrap,1.0
1908,ROW,Sn,concentrate,1.0
1908,ROW,Sn,refined_metal,1.0
1908,ROW,Sn,scrap,1.0
1908,ROW,Zn,concentrate,1.0
1908,ROW,Zn,refined_metal,1.0
1908,ROW,Zn,scrap,1.0
1909,CHN,Ni,concentrate,1.0
1909,CHN,Ni,refined_metal,1.0
1909,CHN,Ni,scrap,1.0
1909,CHN,Sn,concentrate,1.0
1909,CHN,Sn,refined_metal,1.0
1909,CHN,Sn,scrap,1.0
1909,CHN,Zn,concentrate,1.0
1909,CHN,Zn,refined_metal,1.0
1909,CHN,Zn,scrap,1.0
1909,EU27,Ni,concentrate,1.0
1909,EU27,Ni,refined_metal,1.0
1909,EU27,Ni,scrap,1.0
1909,EU27,Sn,concentrate,1.0
1909,EU27,Sn,refined_metal,1.0
1909,EU27,Sn,scrap,1.0
1909,EU27,Zn,concentrate,1.0
1909,EU27,Zn,refined_metal,1.0
1909,EU27,Zn,scrap,1.0
1909,ROW,Ni,concentrate,1.0
1909,ROW,Ni,refined_metal,1.0
1909,ROW,Ni,scrap,1.0
1909,ROW,Sn,concentrate,1.0
1909,ROW,Sn,refined_metal,1.0
1909,ROW,Sn,scrap,1.0
1909,ROW,Zn,concentrate,1.0
1909,ROW,Zn,refined_metal,1.0
1909,ROW,Zn,scrap,1.0
1910,CHN,Ni,concentrate,1.0
1910,CHN,Ni,refined_metal,1.0
1910,CHN,Ni,scrap,1.0
1910,CHN,Sn,concentrate,1.0
1910,CHN,Sn,refined_metal,1.0
1910,CHN,Sn,scrap,1.0
1910,CHN,Zn,concentrate,1.0
1910,CHN,Zn,refined_metal,1.0
1910,CHN,Zn,scrap,1.0
1910,EU27,Ni,concentrate,1.0
1910,EU27,Ni,refined_metal,1.0
1910,EU27,Ni,scrap,1.0
1910,EU27,Sn,concentrate,1.0
1910,EU27,Sn,refined_metal,1.0
1910,EU27,Sn,scrap,1.0
1910,EU27,Zn,concentrate,1.0
1910,EU27,Zn,refined_metal,1.0
1910,EU27,Zn,scrap,1.0
1910,ROW,Ni,concentrate,1.0
1910,ROW,Ni,refined_metal,1.0
1910,ROW,Ni,scrap,1.0
1910,ROW,Sn,concentrate,1.0
1910,ROW,Sn,refined_metal,1.0
1910,ROW,Sn,scrap,1.0
1910,ROW,Zn,concentrate,1.0
1910,ROW,Zn,refined_metal,1.0
1910,ROW,Zn,scrap,1.0
1911,CHN,Ni,concentrate,1.0
1911,CHN,Ni,refined_metal,1.0
1911,CHN,Ni,scrap,1.0
1911,CHN,Sn,concentrate,1.0
1911,CHN,Sn,refined_metal,1.0
1911,CHN,Sn,scrap,1.0
1911,CHN,Zn,concentrate,1.0
1911,CHN,Zn,refined_metal,1.0
1911,CHN,Zn,scrap,1.0
1911,EU27,Ni,concentrate,1.0
1911,EU27,Ni,refined_metal,1.0
1911,EU27,Ni,scrap,1.0
1911,EU27,Sn,concentrate,1.0
1911,EU27,Sn,refined_metal,1.0
1911,EU27,Sn,scrap,1.0
1911,EU27,Zn,concentrate,1.0
1911,EU27,Zn,refined_metal,1.0
1911,EU27,Zn,scrap,1.0
1911,ROW,Ni,concentrate,1.0
1911,ROW,Ni,refined_metal,1.0
1911,ROW,Ni,scrap,1.0
1911,ROW,Sn,concentrate,1.0
1911,ROW,Sn,refined_metal,1.0
1911,ROW,Sn,scrap,1.0
1911,ROW,Zn,concentrate,1.0
1911,ROW,Zn,refined_metal,1.0
1911,ROW,Zn,scrap,1.0
1912,CHN,Ni,concentrate,1.0
1912,CHN,Ni,refined_metal,1.0
1912,CHN,Ni,scrap,1.0
1912,CHN,Sn,concentrate,1.0
1912,CHN,Sn,refined_metal,1.0
1912,CHN,Sn,scrap,1.0
1912,CHN,Zn,concentrate,1.0
1912,CHN,Zn,refined_metal,1.0
1912,CHN,Zn,scrap,1.0
1912,EU27,Ni,concentrate,1.0
1912,EU27,Ni,refined_metal,1.0
1912,EU27,Ni,scrap,1.0
1912,EU27,Sn,concentrate,1.0
1912,EU27,Sn,refined_metal,1.0
1912,EU27,Sn,scrap,1.0
1912,EU27,Zn,concentrate,1.0
1912,EU27,Zn,refined_metal,1.0
1912,EU27,Zn,scrap,1.0
1912,ROW,Ni,concentrate,1.0
1912,ROW,Ni,refined_metal,1.0
1912,ROW,Ni,scrap,1.0
1912,ROW,Sn,concentrate,1.0
1912,ROW,Sn,refined_metal,1.0
1912,ROW,Sn,scrap,1.0
1912,ROW,Zn,concentrate,1.0
1912,ROW,Zn,refined_metal,1.0
1912,ROW,Zn,scrap,1.0
1913,CHN,Ni,concentrate,1.0
1913,CHN,Ni,refined_metal,1.0
1913,CHN,Ni,scrap,1.0
1913,CHN,Sn,concentrate,1.0
1913,CHN,Sn,refined_metal,1.0
1913,CHN,Sn,scrap,1.0
1913,CHN,Zn,concentrate,1.0
1913,CHN,Zn,refined_metal,1.0
1913,CHN,Zn,scrap,1.0
1913,EU27,Ni,concentrate,1.0
1913,EU27,Ni,refined_metal,1.0
1913,EU27,Ni,scrap,1.0
1913,EU27,Sn,concentrate,1.0
1913,EU27,Sn,refined_metal,1.0
1913,EU27,Sn,scrap,1.0
1913,EU27,Zn,concentrate,1.0
1913,EU27,Zn,refined_metal,1.0
1913,EU27,Zn,scrap,1.0
1913,ROW,Ni,concentrate,1.0
1913,ROW,Ni,refined_metal,1.0
1913,ROW,Ni,scrap,1.0
1913,ROW,Sn,concentrate,1.0
1913,ROW,Sn,refined_metal,1.0
1913,ROW,Sn,scrap,1.0
1913,ROW,Zn,concentrate,1.0
1913,ROW,Zn,refined_metal,1.0
1913,ROW,Zn,scrap,1.0
1914,CHN,Ni,concentrate,1.0
1914,CHN,Ni,refined_metal,1.0
1914,CHN,Ni,scrap,1.0
1914,CHN,Sn,concentrate,1.0
1914,CHN,Sn,refined_metal,1.0
1914,CHN,Sn,scrap,1.0
1914,CHN,Zn,concentrate,1.0
1914,CHN,Zn,refined_metal,1.0
1914,CHN,Zn,scrap,1.0
1914,EU27,Ni,concentrate,1.0
1914,EU27,Ni,refined_metal,1.0
1914,EU27,Ni,scrap,1.0
1914,EU27,Sn,concentrate,1.0
1914,EU27,Sn,refined_metal,1.0
1914,EU27,Sn,scrap,1.0
1914,EU27,Zn,concentrate,1.0
1914,EU27,Zn,refined_metal,1.0
1914,EU27,Zn,scrap,1.0
1914,ROW,Ni,concentrate,1.0
1914,ROW,Ni,refined_metal,1.0
1914,ROW,Ni,scrap,1.0
1914,ROW,Sn,concentrate,1.0
1914,ROW,Sn,refined_metal,1.0
1914,ROW,Sn,scrap,1.0
1914,ROW,Zn,concentrate,1.0
1914,ROW,Zn,refined_metal,1.0
1914,ROW,Zn,scrap,1.0
1915,CHN,Ni,concentrate,1.0
1915,CHN,Ni,refined_metal,1.0
1915,CHN,Ni,scrap,1.0
1915,CHN,Sn,concentrate,1.0
1915,CHN,Sn,refined_metal,1.0
1915,CHN,Sn,scrap,1.0
1915,CHN,Zn,concentrate,1.0
1915,CHN,Zn,refined_metal,1.0
1915,CHN,Zn,scrap,1.0
1915,EU27,Ni,concentrate,1.0
1915,EU27,Ni,refined_metal,1.0
1915,EU27,Ni,scrap,1.0
1915,EU27,Sn,concentrate,1.0
1915,EU27,Sn,refined_metal,1.0
1915,EU27,Sn,scrap,1.0
1915,EU27,Zn,concentrate,1.0
1915,EU27,Zn,refined_metal,1.0
1915,EU27,Zn,scrap,1.0
1915,ROW,Ni,concentrate,1.0
1915,ROW,Ni,refined_metal,1.0
1915,ROW,Ni,scrap,1.0
1915,ROW,Sn,concentrate,1.0
1915,ROW,Sn,refined_metal,1.0
1915,ROW,Sn,scrap,1.0
1915,ROW,Zn,concentrate,1.0
1915,ROW,Zn,refined_metal,1.0
1915,ROW,Zn,scrap,1.0
1916,CHN,Ni,concentrate,1.0
1916,CHN,Ni,refined_metal,1.0
1916,CHN,Ni,scrap,1.0
1916,CHN,Sn,concentrate,1.0
1916,CHN,Sn,refined_metal,1.0
1916,CHN,Sn,scrap,1.0
1916,CHN,Zn,concentrate,1.0
1916,CHN,Zn,refined_metal,1.0
