t,i,m,c,value
2035,EU27,Ni,concentrate,1.0
2035,EU27,Ni,refined_metal,1.0
2035,EU27,Ni,scrap,1.0
2035,EU27,Sn,concentrate,1.0
2035,EU27,Sn,refined_metal,1.0
2035,EU27,Sn,scrap,1.0
2035,EU27,Zn,concentrate,1.0
2035,EU27,Zn,refined_metal,1.0
2035,EU27,Zn,scrap,1.0
2035,ROW,Ni,concentrate,1.0
2035,ROW,Ni,refined_metal,1.0
2035,ROW,Ni,scrap,1.0
2035,ROW,Sn,concentrate,1.0
2035,ROW,Sn,refined_metal,1.0
2035,ROW,Sn,scrap,1.0
2035,ROW,Zn,concentrate,1.0
2035,ROW,Zn,refined_metal,1.0
2035,ROW,Zn,scrap,1.0
2036,CHN,Ni,concentrate,1.0
2036,CHN,Ni,refined_metal,1.0
2036,CHN,Ni,scrap,1.0
2036,CHN,Sn,concentrate,1.0
2036,CHN,Sn,refined_metal,1.0
2036,CHN,Sn,scrap,1.0
2036,CHN,Zn,concentrate,1.0
2036,CHN,Zn,refined_metal,1.0
2036,CHN,Zn,scrap,1.0
2036,EU27,Ni,concentrate,1.0
2036,EU27,Ni,refined_metal,1.0
2036,EU27,Ni,scrap,1.0
2036,EU27,Sn,concentrate,1.0
2036,EU27,Sn,refined_metal,1.0
2036,EU27,Sn,scrap,1.0
2036,EU27,Zn,concentrate,1.0
2036,EU27,Zn,refined_metal,1.0
2036,EU27,Zn,scrap,1.0
2036,ROW,Ni,concentrate,1.0
2036,ROW,Ni,refined_metal,1.0
2036,ROW,Ni,scrap,1.0
2036,ROW,Sn,concentrate,1.0
2036,ROW,Sn,refined_metal,1.0
2036,ROW,Sn,scrap,1.0
2036,ROW,Zn,concentrate,1.0
2036,ROW,Zn,refined_metal,1.0
2036,ROW,Zn,scrap,1.0
2037,CHN,Ni,concentrate,1.0
2037,CHN,Ni,refined_metal,1.0
2037,CHN,Ni,scrap,1.0
2037,CHN,Sn,concentrate,1.0
2037,CHN,Sn,refined_metal,1.0
2037,CHN,Sn,scrap,1.0
2037,CHN,Zn,concentrate,1.0
2037,CHN,Zn,refined_metal,1.0
2037,CHN,Zn,scrap,1.0
2037,EU27,Ni,concentrate,1.0
2037,EU27,Ni,refined_metal,1.0
2037,EU27,Ni,scrap,1.0
2037,EU27,Sn,concentrate,1.0
2037,EU27,Sn,refined_metal,1.0
2037,EU27,Sn,scrap,1.0
2037,EU27,Zn,concentrate,1.0
2037,EU27,Zn,refined_metal,1.0
2037,EU27,Zn,scrap,1.0
2037,ROW,Ni,concentrate,1.0
2037,ROW,Ni,refined_metal,1.0
2037,ROW,Ni,scrap,1.0
2037,ROW,Sn,concentrate,1.0
2037,ROW,Sn,refined_metal,1.0
2037,ROW,Sn,scrap,1.0
2037,ROW,Zn,concentrate,1.0
2037,ROW,Zn,refined_metal,1.0
2037,ROW,Zn,scrap,1.0
2038,CHN,Ni,concentrate,1.0
2038,CHN,Ni,refined_metal,1.0
2038,CHN,Ni,scrap,1.0
2038,CHN,Sn,concentrate,1.0
2038,CHN,Sn,refined_metal,1.0
2038,CHN,Sn,scrap,1.0
2038,CHN,Zn,concentrate,1.0
2038,CHN,Zn,refined_metal,1.0
2038,CHN,Zn,scrap,1.0
2038,EU27,Ni,concentrate,1.0
2038,EU27,Ni,refined_metal,1.0
2038,EU27,Ni,scrap,1.0
2038,EU27,Sn,concentrate,1.0
2038,EU27,Sn,refined_metal,1.0
2038,EU27,Sn,scrap,1.0
2038,EU27,Zn,concentrate,1.0
2038,EU27,Zn,refined_metal,1.0
2038,EU27,Zn,scrap,1.0
2038,ROW,Ni,concentrate,1.0
2038,ROW,Ni,refined_metal,1.0
2038,ROW,Ni,scrap,1.0
2038,ROW,Sn,concentrate,1.0
2038,ROW,Sn,refined_metal,1.0
2038,ROW,Sn,scrap,1.0
2038,ROW,Zn,concentrate,1.0
2038,ROW,Zn,refined_metal,1.0
2038,ROW,Zn,scrap,1.0
2039,CHN,Ni,concentrate,1.0
2039,CHN,Ni,refined_metal,1.0
2039,CHN,Ni,scrap,1.0
2039,CHN,Sn,concentrate,1.0
2039,CHN,Sn,refined_metal,1.0
2039,CHN,Sn,scrap,1.0
2039,CHN,Zn,concentrate,1.0
2039,CHN,Zn,refined_metal,1.0
2039,CHN,Zn,scrap,1.0
2039,EU27,Ni,concentrate,1.0
2039,EU27,Ni,refined_metal,1.0
2039,EU27,Ni,scrap,1.0
2039,EU27,Sn,concentrate,1.0
2039,EU27,Sn,refined_metal,1.0
2039,EU27,Sn,scrap,1.0
2039,EU27,Zn,concentrate,1.0
2039,EU27,Zn,refined_metal,1.0
2039,EU27,Zn,scrap,1.0
2039,ROW,Ni,concentrate,1.0
2039,ROW,Ni,refined_metal,1.0
2039,ROW,Ni,scrap,1.0
2039,ROW,Sn,concentrate,1.0
2039,ROW,Sn,refined_metal,1.0
2039,ROW,Sn,scrap,1.0
2039,ROW,Zn,concentrate,1.0
2039,ROW,Zn,refined_metal,1.0
2039,ROW,Zn,scrap,1.0
2040,CHN,Ni,concentrate,1.0
2040,CHN,Ni,refined_metal,1.0
2040,CHN,Ni,scrap,1.0
2040,CHN,Sn,concentrate,1.0
2040,CHN,Sn,refined_metal,1.0
2040,CHN,Sn,scrap,1.0
2040,CHN,Zn,concentrate,1.0
2040,CHN,Zn,refined_metal,1.0
2040,CHN,Zn,scrap,1.0
2040,EU27,Ni,concentrate,1.0
2040,EU27,Ni,refined_metal,1.0
2040,EU27,Ni,scrap,1.0
2040,EU27,Sn,concentrate,1.0
2040,EU27,Sn,refined_metal,1.0
2040,EU27,Sn,scrap,1.0
2040,EU27,Zn,concentrate,1.0
2040,EU27,Zn,refined_metal,1.0
2040,EU27,Zn,scrap,1.0
2040,ROW,Ni,concentrate,1.0
2040,ROW,Ni,refined_metal,1.0
2040,ROW,Ni,scrap,1.0
2040,ROW,Sn,concentrate,1.0
2040,ROW,Sn,refined_metal,1.0
2040,ROW,Sn,scrap,1.0
2040,ROW,Zn,concentrate,1.0
2040,ROW,Zn,refined_metal,1.0
2040,ROW,Zn,scrap,1.0
2041,CHN,Ni,concentrate,1.0
2041,CHN,Ni,refined_metal,1.0
2041,CHN,Ni,scrap,1.0
2041,CHN,Sn,concentrate,1.0
2041,CHN,Sn,refined_metal,1.0
2041,CHN,Sn,scrap,1.0
2041,CHN,Zn,concentrate,1.0
2041,CHN,Zn,refined_metal,1.0
2041,CHN,Zn,scrap,1.0
2041,EU27,Ni,concentrate,1.0
2041,EU27,Ni,refined_metal,1.0
2041,EU27,Ni,scrap,1.0
2041,EU27,Sn,concentrate,1.0
2041,EU27,Sn,refined_metal,1.0
2041,EU27,Sn,scrap,1.0
2041,EU27,Zn,concentrate,1.0
2041,EU27,Zn,refined_metal,1.0
2041,EU27,Zn,scrap,1.0
2041,ROW,Ni,concentrate,1.0
2041,ROW,Ni,refined_metal,1.0
2041,ROW,Ni,scrap,1.0
2041,ROW,Sn,concentrate,1.0
2041,ROW,Sn,refined_metal,1.0
2041,ROW,Sn,scrap,1.0
2041,ROW,Zn,concentrate,1.0
2041,ROW,Zn,refined_metal,1.0
2041,ROW,Zn,scrap,1.0
2042,CHN,Ni,concentrate,1.0
2042,CHN,Ni,refined_metal,1.0
2042,CHN,Ni,scrap,1.0
2042,CHN,Sn,concentrate,1.0
2042,CHN,Sn,refined_metal,1.0
2042,CHN,Sn,scrap,1.0
2042,CHN,Zn,concentrate,1.0
2042,CHN,Zn,refined_metal,1.0
2042,CHN,Zn,scrap,1.0
2042,EU27,Ni,concentrate,1.0
2042,EU27,Ni,refined_metal,1.0
2042,EU27,Ni,scrap,1.0
2042,EU27,Sn,concentrate,1.0
2042,EU27,Sn,refined_metal,1.0
2042,EU27,Sn,scrap,1.0
2042,EU27,Zn,concentrate,1.0
2042,EU27,Zn,refined_metal,1.0
2042,EU27,Zn,scrap,1.0
2042,ROW,Ni,concentrate,1.0
2042,ROW,Ni,refined_metal,1.0
2042,ROW,Ni,scrap,1.0
2042,ROW,Sn,concentrate,1.0
2042,ROW,Sn,refined_metal,1.0
2042,ROW,Sn,scrap,1.0
2042,ROW,Zn,concentrate,1.0
2042,ROW,Zn,refined_metal,1.0
2042,ROW,Zn,scrap,1.0
2043,CHN,Ni,concentrate,1.0
2043,CHN,Ni,refined_metal,1.0
2043,CHN,Ni,scrap,1.0
2043,CHN,Sn,concentrate,1.0
2043,CHN,Sn,refined_metal,1.0
2043,CHN,Sn,scrap,1.0
2043,CHN,Zn,concentrate,1.0
2043,CHN,Zn,refined_metal,1.0
2043,CHN,Zn,scrap,1.0
2043,EU27,Ni,concentrate,1.0
2043,EU27,Ni,refined_metal,1.0
2043,EU27,Ni,scrap,1.0
2043,EU27,Sn,concentrate,1.0
2043,EU27,Sn,refined_metal,1.0
2043,EU27,Sn,scrap,1.0
2043,EU27,Zn,concentrate,1.0
2043,EU27,Zn,refined_metal,1.0
2043,EU27,Zn,scrap,1.0
2043,ROW,Ni,concentrate,1.0
2043,ROW,Ni,refined_metal,1.0
2043,ROW,Ni,scrap,1.0
2043,ROW,Sn,concentrate,1.0
2043,ROW,Sn,refined_metal,1.0
2043,ROW,Sn,scrap,1.0
2043,ROW,Zn,concentrate,1.0
2043,ROW,Zn,refined_metal,1.0
2043,ROW,Zn,scrap,1.0
2044,CHN,Ni,concentrate,1.0
2044,CHN,Ni,refined_metal,1.0
2044,CHN,Ni,scrap,1.0
2044,CHN,Sn,concentrate,1.0
2044,CHN,Sn,refined_metal,1.0
2044,CHN,Sn,scrap,1.0
2044,CHN,Zn,concentrate,1.0
2044,CHN,Zn,refined_metal,1.0
2044,CHN,Zn,scrap,1.0
2044,EU27,Ni,concentrate,1.0
2044,EU27,Ni,refined_metal,1.0
2044,EU27,Ni,scrap,1.0
2044,EU27,Sn,concentrate,1.0
2044,EU27,Sn,refined_metal,1.0
2044,EU27,Sn,scrap,1.0
2044,EU27,Zn,concentrate,1.0
2044,EU27,Zn,refined_metal,1.0
2044,EU27,Zn,scrap,1.0
2044,ROW,Ni,concentrate,1.0
2044,ROW,Ni,refined_metal,1.0
2044,ROW,Ni,scrap,1.0
2044,ROW,Sn,concentrate,1.0
2044,ROW,Sn,refined_metal,1.0
2044,ROW,Sn,scrap,1.0
2044,ROW,Zn,concentrate,1.0
2044,ROW,Zn,refined_metal,1.0
2044,ROW,Zn,scrap,1.0
2045,CHN,Ni,concentrate,1.0
2045,CHN,Ni,refined_metal,1.0
2045,CHN,Ni,scrap,1.0
2045,CHN,Sn,concentrate,1.0
2045,CHN,Sn,refined_metal,1.0
2045,CHN,Sn,scrap,1.0
2045,CHN,Zn,concentrate,1.0
2045,CHN,Zn,refined_metal,1.0
2045,CHN,Zn,scrap,1.0
2045,EU27,Ni,concentrate,1.0
2045,EU27,Ni,refined_metal,1.0
2045,EU27,Ni,scrap,1.0
2045,EU27,Sn,concentrate,1.0
2045,EU27,Sn,refined_metal,1.0
2045,EU27,Sn,scrap,1.0
2045,EU27,Zn,concentrate,1.0
2045,EU27,Zn,refined_metal,1.0
2045,EU27,Zn,scrap,1.0
2045,ROW,Ni,concentrate,1.0
2045,ROW,Ni,refined_metal,1.0
2045,ROW,Ni,scrap,1.0
2045,ROW,Sn,concentrate,1.0
2045,ROW,Sn,refined_metal,1.0
2045,ROW,Sn,scrap,1.0
2045,ROW,Zn,concentrate,1.0
2045,ROW,Zn,refined_metal,1.0
2045,ROW,Zn,scrap,1.0
2046,CHN,Ni,concentrate,1.0
2046,CHN,Ni,refined_metal,1.0
2046,CHN,Ni,scrap,1.0
2046,CHN,Sn,concentrate,1.0
2046,CHN,Sn,refined_metal,1.0
2046,CHN,Sn,scrap,1.0
2046,CHN,Zn,concentrate,1.0
2046,CHN,Zn,refined_metal,1.0
2046,CHN,Zn,scrap,1.0
2046,EU27,Ni,concentrate,1.0
2046,EU27,Ni,refined_metal,1.0
2046,EU27,Ni,scrap,1.0
2046,EU27,Sn,concentrate,1.0
2046,EU27,Sn,refined_metal,1.0
2046,EU27,Sn,scrap,1.0
2046,EU27,Zn,concentrate,1.0
2046,EU27,Zn,refined_metal,1.0
2046,EU27,Zn,scrap,1.0
2046,ROW,Ni,concentrate,1.0
2046,ROW,Ni,refined_metal,1.0
2046,ROW,Ni,scrap,1.0
2046,ROW,Sn,concentrate,1.0
2046,ROW,Sn,refined_metal,1.0
2046,ROW,Sn,scrap,1.0
2046,ROW,Zn,concentrate,1.0
2046,ROW,Zn,refined_metal,1.0
2046,ROW,Zn,scrap,1.0
2047,CHN,Ni,concentrate,1.0
2047,CHN,Ni,refined_metal,1.0
2047,CHN,Ni,scrap,1.0
2047,CHN,Sn,concentrate,1.0
2047,CHN,Sn,refined_metal,1.0
2047,CHN,Sn,scrap,1.0
2047,CHN,Zn,concentrate,1.0
2047,CHN,Zn,refined_metal,1.0
2047,CHN,Zn,scrap,1.0
2047,EU27,Ni,concentrate,1.0
2047,EU27,Ni,refined_metal,1.0
2047,EU27,Ni,scrap,1.0
2047,EU27,Sn,concentrate,1.0
2047,EU27,Sn,refined_metal,1.0
2047,EU27,Sn,scrap,1.0
2047,EU27,Zn,concentrate,1.0
2047,EU27,Zn,refined_metal,1.0
2047,EU27,Zn,scrap,1.0
2047,ROW,Ni,concentrate,1.0
2047,ROW,Ni,refined_metal,1.0
2047,ROW,Ni,scrap,1.0
2047,ROW,Sn,concentrate,1.0
2047,ROW,Sn,refined_metal,1.0
2047,ROW,Sn,scrap,1.0
2047,ROW,Zn,concentrate,1.0
2047,ROW,Zn,refined_metal,1.0
2047,ROW,Zn,scrap,1.0
2048,CHN,Ni,concentrate,1.0
2048,CHN,Ni,refined_metal,1.0
2048,CHN,Ni,scrap,1.0
2048,CHN,Sn,concentrate,1.0
2048,CHN,Sn,refined_metal,1.0
2048,CHN,Sn,scrap,1.0
2048,CHN,Zn,concentrate,1.0
2048,CHN,Zn,refined_metal,1.0
2048,CHN,Zn,scrap,1.0
2048,EU27,Ni,concentrate,1.0
2048,EU27,Ni,refined_metal,1.0
2048,EU27,Ni,scrap,1.0
2048,EU27,Sn,concentrate,1.0
2048,EU27,Sn,refined_metal,1.0
2048,EU27,Sn,scrap,1.0
2048,EU27,Zn,concentrate,1.0
2048,EU27,Zn,refined_metal,1.0
2048,EU27,Zn,scrap,1.0
2048,ROW,Ni,concentrate,1.0
2048,ROW,Ni,refined_metal,1.0
2048,ROW,Ni,scrap,1.0
2048,ROW,Sn,concentrate,1.0
2048,ROW,Sn,refined_metal,1.0
2048,ROW,Sn,scrap,1.0
2048,ROW,Zn,concentrate,1.0
2048,ROW,Zn,refined_metal,1.0
2048,ROW,Zn,scrap,1.0
2049,CHN,Ni,concentrate,1.0
2049,CHN,Ni,refined_metal,1.0
2049,CHN,Ni,scrap,1.0
2049,CHN,Sn,concentrate,1.0
2049,CHN,Sn,refined_metal,1.0
2049,CHN,Sn,scrap,1.0
2049,CHN,Zn,concentrate,1.0
2049,CHN,Zn,refined_metal,1.0
2049,CHN,Zn,scrap,1.0
2049,EU27,Ni,concentrate,1.0
2049,EU27,Ni,refined_metal,1.0
2049,EU27,Ni,scrap,1.0
2049,EU27,Sn,concentrate,1.0
2049,EU27,Sn,refined_metal,1.0
2049,EU27,Sn,scrap,1.0
2049,EU27,Zn,concentrate,1.0
2049,EU27,Zn,refined_metal,1.0
2049,EU27,Zn,scrap,1.0
2049,ROW,Ni,concentrate,1.0
2049,ROW,Ni,refined_metal,1.0
2049,ROW,Ni,scrap,1.0
2049,ROW,Sn,concentrate,1.0
2049,ROW,Sn,refined_metal,1.0
2049,ROW,Sn,scrap,1.0
2049,ROW,Zn,concentrate,1.0
2049,ROW,Zn,refined_metal,1.0
2049,ROW,Zn,scrap,1.0
2050,CHN,Ni,concentrate,1.0
2050,CHN,Ni,refined_metal,1.0
2050,CHN,Ni,scrap,1.0
2050,CHN,Sn,concentrate,1.0
2050,CHN,Sn,refined_metal,1.0
2050,CHN,Sn,scrap,1.0
2050,CHN,Zn,concentrate,1.0
2050,CHN,Zn,refined_metal,1.0
2050,CHN,Zn,scrap,1.0
2050,EU27,Ni,concentrate,1.0
2050,EU27,Ni,refined_metal,1.0
2050,EU27,Ni,scrap,1.0
2050,EU27,Sn,concentrate,1.0
2050,EU27,Sn,refined_metal,1.0
2050,EU27,Sn,scrap,1.0
2050,EU27,Zn,concentrate,1.0
2050,EU27,Zn,refined_metal,1.0
2050,EU27,Zn,scrap,1.0
2050,ROW,Ni,concentrate,1.0
2050,ROW,Ni,refined_metal,1.0
2050,ROW,Ni,scrap,1.0
2050,ROW,Sn,concentrate,1.0
2050,ROW,Sn,refined_metal,1.0
2050,ROW,Sn,scrap,1.0
2050,ROW,Zn,concentrate,1.0
2050,ROW,Zn,refined_metal,1.0
2050,ROW,Zn,scrap,1.0
2051,CHN,Ni,concentrate,1.0
2051,CHN,Ni,refined_metal,1.0
2051,CHN,Ni,scrap,1.0
2051,CHN,Sn,concentrate,1.0
2051,CHN,Sn,refined_metal,1.0
2051,CHN,Sn,scrap,1.0
2051,CHN,Zn,concentrate,1.0
2051,CHN,Zn,refined_metal,1.0
2051,CHN,Zn,scrap,1.0
2051,EU27,Ni,concentrate,1.0
2051,EU27,Ni,refined_metal,1.0
2051,EU27,Ni,scrap,1.0
2051,EU27,Sn,concentrate,1.0
2051,EU27,Sn,refined_metal,1.0
2051,EU27,Sn,scrap,1.0
2051,EU27,Zn,concentrate,1.0
2051,EU27,Zn,refined_metal,1.0
2051,EU27,Zn,scrap,1.0
2051,ROW,Ni,concentrate,1.0
2051,ROW,Ni,refined_metal,1.0
2051,ROW,Ni,scrap,1.0
2051,ROW,Sn,concentrate,1.0
2051,ROW,Sn,refined_metal,1.0
2051,ROW,Sn,scrap,1.0
2051,ROW,Zn,concentrate,1.0
2051,ROW,Zn,refined_metal,1.0
2051,ROW,Zn,scrap,1.0
2052,CHN,Ni,concentrate,1.0
2052,CHN,Ni,refined_metal,1.0
2052,CHN,Ni,scrap,1.0
2052,CHN,Sn,concentrate,1.0
2052,CHN,Sn,refined_metal,1.0
2052,CHN,Sn,scrap,1.0
2052,CHN,Zn,concentrate,1.0
2052,CHN,Zn,refined_metal,1.0
2052,CHN,Zn,scrap,1.0
2052,EU27,Ni,concentrate,1.0
2052,EU27,Ni,refined_metal,1.0
2052,EU27,Ni,scrap,1.0
2052,EU27,Sn,concentrate,1.0
2052,EU27,Sn,refined_metal,1.0
2052,EU27,Sn,scrap,1.0
2052,EU27,Zn,concentrate,1.0
2052,EU27,Zn,refined_metal,1.0
2052,EU27,Zn,scrap,1.0
2052,ROW,Ni,concentrate,1.0
2052,ROW,Ni,refined_metal,1.0
2052,ROW,Ni,scrap,1.0
2052,ROW,Sn,concentrate,1.0
2052,ROW,Sn,refined_metal,1.0
2052,ROW,Sn,scrap,1.0
2052,ROW,Zn,concentrate,1.0
2052,ROW,Zn,refined_metal,1.0
2052,ROW,Zn,scrap,1.0
2053,CHN,Ni,concentrate,1.0
2053,CHN,Ni,refined_metal,1.0
2053,CHN,Ni,scrap,1.0
2053,CHN,Sn,concentrate,1.0
2053,CHN,Sn,refined_metal,1.0
2053,CHN,Sn,scrap,1.0
2053,CHN,Zn,concentrate,1.0
2053,CHN,Zn,refined_metal,1.0
2053,CHN,Zn,scrap,1.0
2053,EU27,Ni,concentrate,1.0
2053,EU27,Ni,refined_metal,1.0
2053,EU27,Ni,scrap,1.0
2053,EU27,Sn,concentrate,1.0
2053,EU27,Sn,refined_metal,1.0
2053,EU27,Sn,scrap,1.0
2053,EU27,Zn,concentrate,1.0
2053,EU27,Zn,refined_metal,1.0
2053,EU27,Zn,scrap,1.0
2053,ROW,Ni,concentrate,1.0
2053,ROW,Ni,refined_metal,1.0
2053,ROW,Ni,scrap,1.0
2053,ROW,Sn,concentrate,1.0
2053,ROW,Sn,refined_metal,1.0
2053,ROW,Sn,scrap,1.0
2053,ROW,Zn,concentrate,1.0
2053,ROW,Zn,refined_metal,1.0
2053,ROW,Zn,scrap,1.0
2054,CHN,Ni,concentrate,1.0
2054,CHN,Ni,refined_metal,1.0
2054,CHN,Ni,scrap,1.0
2054,CHN,Sn,concentrate,1.0
2054,CHN,Sn,refined_metal,1.0
2054,CHN,Sn,scrap,1.0
2054,CHN,Zn,concentrate,1.0
2054,CHN,Zn,refined_metal,1.0
2054,CHN,Zn,scrap,1.0
2054,EU27,Ni,concentrate,1.0
2054,EU27,Ni,refined_metal,1.0
2054,EU27,Ni,scrap,1.0
2054,EU27,Sn,concentrate,1.0
2054,EU27,Sn,refined_metal,1.0
2054,EU27,Sn,scrap,1.0
2054,EU27,Zn,concentrate,1.0
2054,EU27,Zn,refined_metal,1.0
2054,EU27,Zn,scrap,1.0
2054,ROW,Ni,concentrate,1.0
2054,ROW,Ni,refined_metal,1.0
2054,ROW,Ni,scrap,1.0
2054,ROW,Sn,concentrate,1.0
2054,ROW,Sn,refined_metal,1.0
2054,ROW,Sn,scrap,1.0
2054,ROW,Zn,concentrate,1.0
2054,ROW,Zn,refined_metal,1.0
2054,ROW,Zn,scrap,1.0
2055,CHN,Ni,concentrate,1.0
2055,CHN,Ni,refined_metal,1.0
2055,CHN,Ni,scrap,1.0
2055,CHN,Sn,concentrate,1.0
2055,CHN,Sn,refined_metal,1.0
2055,CHN,Sn,scrap,1.0
2055,CHN,Zn,concentrate,1.0
2055,CHN,Zn,refined_metal,1.0
2055,CHN,Zn,scrap,1.0
2055,EU27,Ni,concentrate,1.0
2055,EU27,Ni,refined_metal,1.0
2055,EU27,Ni,scrap,1.0
2055,EU27,Sn,concentrate,1.0
2055,EU27,Sn,refined_metal,1.0
2055,EU27,Sn,scrap,1.0
2055,EU27,Zn,concentrate,1.0
2055,EU27,Zn,refined_metal,1.0
2055,EU27,Zn,scrap,1.0
2055,ROW,Ni,concentrate,1.0
2055,ROW,Ni,refined_metal,1.0
2055,ROW,Ni,scrap,1.0
2055,ROW,Sn,concentrate,1.0
2055,ROW,Sn,refined_metal,1.0
2055,ROW,Sn,scrap,1.0
2055,ROW,Zn,concentrate,1.0
2055,ROW,Zn,refined_metal,1.0
2055,ROW,Zn,scrap,1.0
2056,CHN,Ni,concentrate,1.0
2056,CHN,Ni,refined_metal,1.0
2056,CHN,Ni,scrap,1.0
2056,CHN,Sn,concentrate,1.0
2056,CHN,Sn,refined_metal,1.0
2056,CHN,Sn,scrap,1.0
2056,CHN,Zn,concentrate,1.0
2056,CHN,Zn,refined_metal,1.0
2056,CHN,Zn,scrap,1.0
2056,EU27,Ni,concentrate,1.0
2056,EU27,Ni,refined_metal,1.0
2056,EU27,Ni,scrap,1.0
2056,EU27,Sn,concentrate,1.0
2056,EU27,Sn,refined_metal,1.0
2056,EU27,Sn,scrap,1.0
2056,EU27,Zn,concentrate,1.0
2056,EU27,Zn,refined_metal,1.0
2056,EU27,Zn,scrap,1.0
2056,ROW,Ni,concentrate,1.0
2056,ROW,Ni,refined_metal,1.0
2056,ROW,Ni,scrap,1.0
2056,ROW,Sn,concentrate,1.0
2056,ROW,Sn,refined_metal,1.0
2056,ROW,Sn,scrap,1.0
2056,ROW,Zn,concentrate,1.0
2056,ROW,Zn,refined_metal,1.0
2056,ROW,Zn,scrap,1.0
2057,CHN,Ni,concentrate,1.0
2057,CHN,Ni,refined_metal,1.0
2057,CHN,Ni,scrap,1.0
2057,CHN,Sn,concentrate,1.0
2057,CHN,Sn,refined_metal,1.0
2057,CHN,Sn,scrap,1.0
2057,CHN,Zn,concentrate,1.0
2057,CHN,Zn,refined_metal,1.0
2057,CHN,Zn,scrap,1.0
2057,EU27,Ni,concentrate,1.0
2057,EU27,Ni,refined_metal,1.0
2057,EU27,Ni,scrap,1.0
2057,EU27,Sn,concentrate,1.0
2057,EU27,Sn,refined_metal,1.0
2057,EU27,Sn,scrap,1.0
2057,EU27,Zn,concentrate,1.0
2057,EU27,Zn,refined_metal,1.0
2057,EU27,Zn,scrap,1.0
2057,ROW,Ni,concentrate,1.0
2057,ROW,Ni,refined_metal,1.0
2057,ROW,Ni,scrap,1.0
2057,ROW,Sn,concentrate,1.0
2057,ROW,Sn,refined_metal,1.0
2057,ROW,Sn,scrap,1.0
2057,ROW,Zn,concentrate,1.0
2057,ROW,Zn,refined_metal,1.0
2057,ROW,Zn,scrap,1.0
2058,CHN,Ni,concentrate,1.0
2058,CHN,Ni,refined_metal,1.0
2058,CHN,Ni,scrap,1.0
2058,CHN,Sn,concentrate,1.0
2058,CHN,Sn,refined_metal,1.0
2058,CHN,Sn,scrap,1.0
2058,CHN,Zn,concentrate,1.0
2058,CHN,Zn,refined_metal,1.0
2058,CHN,Zn,scrap,1.0
2058,EU27,Ni,concentrate,1.0
2058,EU27,Ni,refined_metal,1.0
2058,EU27,Ni,scrap,1.0
2058,EU27,Sn,concentrate,1.0
2058,EU27,Sn,refined_metal,1.0
2058,EU27,Sn,scrap,1.0
2058,EU27,Zn,concentrate,1.0
2058,EU27,Zn,refined_metal,1.0
2058,EU27,Zn,scrap,1.0
2058,ROW,Ni,concentrate,1.0
2058,ROW,Ni,refined_metal,1.0
2058,ROW,Ni,scrap,1.0
2058,ROW,Sn,concentrate,1.0
2058,ROW,Sn,refined_metal,1.0
2058,ROW,Sn,scrap,1.0
2058,ROW,Zn,concentrate,1.0
2058,ROW,Zn,refined_metal,1.0
2058,ROW,Zn,scrap,1.0
2059,CHN,Ni,concentrate,1.0
2059,CHN,Ni,refined_metal,1.0
2059,CHN,Ni,scrap,1.0
2059,CHN,Sn,concentrate,1.0
2059,CHN,Sn,refined_metal,1.0
2059,CHN,Sn,scrap,1.0
2059,CHN,Zn,concentrate,1.0
2059,CHN,Zn,refined_metal,1.0
2059,CHN,Zn,scrap,1.0
2059,EU27,Ni,concentrate,1.0
2059,EU27,Ni,refined_metal,1.0
2059,EU27,Ni,scrap,1.0
2059,EU27,Sn,concentrate,1.0
2059,EU27,Sn,refined_metal,1.0
2059,EU27,Sn,scrap,1.0
2059,EU27,Zn,concentrate,1.0
2059,EU27,Zn,refined_metal,1.0
2059,EU27,Zn,scrap,1.0
2059,ROW,Ni,concentrate,1.0
2059,ROW,Ni,refined_metal,1.0
2059,ROW,Ni,scrap,1.0
2059,ROW,Sn,concentrate,1.0
2059,ROW,Sn,refined_metal,1.0
2059,ROW,Sn,scrap,1.0
2059,ROW,Zn,concentrate,1.0
2059,ROW,Zn,refined_metal,1.0
2059,ROW,Zn,scrap,1.0
2060,CHN,Ni,concentrate,1.0
2060,CHN,Ni,refined_metal,1.0
2060,CHN,Ni,scrap,1.0
2060,CHN,Sn,concentrate,1.0
2060,CHN,Sn,refined_metal,1.0
2060,CHN,Sn,scrap,1.0
2060,CHN,Zn,concentrate,1.0
2060,CHN,Zn,refined_metal,1.0
2060,CHN,Zn,scrap,1.0
2060,EU27,Ni,concentrate,1.0
2060,EU27,Ni,refined_metal,1.0
2060,EU27,Ni,scrap,1.0
2060,EU27,Sn,concentrate,1.0
2060,EU27,Sn,refined_metal,1.0
2060,EU27,Sn,scrap,1.0
2060,EU27,Zn,concentrate,1.0
2060,EU27,Zn,refined_metal,1.0
2060,EU27,Zn,scrap,1.0
2060,ROW,Ni,concentrate,1.0
2060,ROW,Ni,refined_metal,1.0
2060,ROW,Ni,scrap,1.0
2060,ROW,Sn,concentrate,1.0
2060,ROW,Sn,refined_metal,1.0
2060,ROW,Sn,scrap,1.0
2060,ROW,Zn,concentrate,1.0
2060,ROW,Zn,refined_metal,1.0
2060,ROW,Zn,scrap,1.0
2061,CHN,Ni,concentrate,1.0
2061,CHN,Ni,refined_metal,1.0
2061,CHN,Ni,scrap,1.0
2061,CHN,Sn,concentrate,1.0
2061,CHN,Sn,refined_metal,1.0
2061,CHN,Sn,scrap,1.0
