candidate_id,utilization_target,eol_outflow_multiplier,refined_export_cap_fraction,new_scrap_fraction_of_demand,mae_i_use,rmse_i_use,mape_i_use,mae_stock,rmse_stock,mape_stock,objective_weighted_mape
33,1.05,1.0,0.15,0.05,1.2823431806043288,5.300530811722124,0.16562522941667415,55.55643456994193,187.90488504666268,0.2759791173201149,0.22080217336839453
32,1.05,1.0,0.1,0.05,1.2941917376239085,5.326799010196671,0.16674212440405065,55.80551634484392,188.63316396351485,0.2770157790459336,0.2218789517249921
31,1.05,1.0,0.05,0.05,1.3225238738242113,5.385245513457894,0.1696569360316664,56.40083743147502,190.19716387038278,0.27972025216163293,0.22468859409664965
24,0.95,1.0,0.15,0.05,1.429131020796754,5.621214066487002,0.17419313592162294,58.126398118540386,194.13158304037705,0.28398548062746554,0.22908930827454424
23,0.95,1.0,0.1,0.05,1.4483773667323239,5.663099226977848,0.17566372030310004,58.51375478209768,195.28772615091054,0.2853479853163164,0.2305058528097082
22,0.95,1.0,0.05,0.05,1.5146423988351168,5.8375319454712145,0.17990977861631818,59.69093077445383,198.38492655377146,0.28923617694678205,0.23457297778155012
30,1.05,0.85,0.15,0.05,1.3069929064669235,5.342570526320967,0.16689237385278566,120.18557557631812,360.2894172807819,0.303351414615454,0.23512189423411983
29,1.05,0.85,0.1,0.05,1.3195223557108138,5.3748115692475675,0.16803142953947073,120.43922763355057,360.662082415365,0.3045262849883308,0.23627885726390074
28,1.05,0.85,0.05,0.05,1.3542347781899318,5.455557957274849,0.17107258565291095,121.0600853198969,361.47593946650125,0.307602828578004,0.23933770711545746
21,0.95,0.85,0.15,0.05,1.4650399010176156,5.685804794347648,0.17578390389503476,121.39019173825993,362.2995122225451,0.30881583538582635,0.24229986964043054
