t,r,m,value
1820,CHN,Ni,0.9891990765082955
1820,CHN,Sn,0.4470030595516614
1820,CHN,Zn,0.486956474694097
1820,EU27,Ni,0.9571606283520806
1820,EU27,Sn,0.708602710467037
1820,EU27,Zn,0.7921087301253023
1820,ROW,Ni,0.9949895226095813
1820,ROW,Sn,0.4470030595516612
1820,ROW,Zn,0.486956474694097
1821,CHN,Ni,0.90115243145335
1821,CHN,Sn,0.4447997579455529
1821,CHN,Zn,0.47628688718816636
1821,EU27,Ni,0.874312205326156
1821,EU27,Sn,0.7035237644757064
1821,EU27,Zn,0.771183394294011
1821,ROW,Ni,0.9060025255027673
1821,ROW,Sn,0.44479975794555293
1821,ROW,Zn,0.47628688718816636
1822,CHN,Ni,0.8276920544274312
1822,CHN,Sn,0.4444343629851266
1822,CHN,Zn,0.4681050270683968
1822,EU27,Ni,0.8052638719861038
1822,EU27,Sn,0.696530718368242
1822,EU27,Zn,0.7471368027448655
1822,ROW,Ni,0.8317441617512645
1822,ROW,Sn,0.44443436298512656
1822,ROW,Zn,0.4681050270683969
1823,CHN,Ni,0.7672789059009507
1823,CHN,Sn,0.44541524528900434
1823,CHN,Zn,0.461198697076491
1823,EU27,Ni,0.7485035522201355
1823,EU27,Sn,0.6882021099087117
1823,EU27,Zn,0.7237326681039494
1823,ROW,Ni,0.7706707698507245
1823,ROW,Sn,0.44541524528900445
1823,ROW,Zn,0.4611986970764912
1824,CHN,Ni,0.7144812061521058
1824,CHN,Sn,0.44660648263672964
1824,CHN,Zn,0.4547671732130174
1824,EU27,Ni,0.698910454109711
1824,EU27,Sn,0.6785001980199451
1824,EU27,Zn,0.7008254397823824
1824,ROW,Ni,0.7172943342289337
1824,ROW,Sn,0.44660648263672964
1824,ROW,Zn,0.4547671732130175
1825,CHN,Ni,0.6683142128524371
1825,CHN,Sn,0.4476561835460176
1825,CHN,Zn,0.44882378542498913
1825,EU27,Ni,0.6555677755746376
1825,EU27,Sn,0.6675260100068907
1825,EU27,Zn,0.6783320496060364
1825,ROW,Ni,0.6706177131683418
1825,ROW,Sn,0.4476561835460176
1825,ROW,Zn,0.44882378542498913
1826,CHN,Ni,0.6289379567619401
1826,CHN,Sn,0.44863457418507346
1826,CHN,Zn,0.44353746164811547
1826,EU27,Ni,0.6186367192728632
1826,EU27,Sn,0.6555163845506994
1826,EU27,Zn,0.6091372778179179
1826,ROW,Ni,0.6308005740465229
1826,ROW,Sn,0.44863457418507346
1826,ROW,Zn,0.4435374616481156
1827,CHN,Ni,0.5963343380853536
1827,CHN,Sn,0.44974247140750023
1827,CHN,Zn,0.4390253241144542
1827,EU27,Ni,0.5881057656574273
1827,EU27,Sn,0.6427747916489761
1827,EU27,Zn,0.5802010394846823
1827,ROW,Ni,0.597823488016734
1827,ROW,Sn,0.44974247140750034
